name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time
Instance_168_30_,168,30,10,2.572160721,-560.845,-560.845,8.10825E-14,2,3.277155161
Instance_168_30_,168,30,50,11.10802293,-103.719,-103.719,0,2,12.27425098
Instance_168_30_,168,30,100,22.51701808,-46.3715,-46.3675,0.008625988,2,25.24444914
Instance_168_30_,168,30,150,44.31421614,-29.31533333,-29.30066667,0.050030701,2,48.4848609
Instance_168_30_,168,30,200,66.44856596,-17.561,-17.561,1.84909E-11,2,71.18909407
Instance_270_30_,270,30,10,2.567503929,-517.53,-517.52,0.001932255,2,3.296387911
Instance_270_30_,270,30,50,12.38762498,-87.066,-87.061,0.00574277,2,13.80441713
Instance_270_30_,270,30,100,22.9656229,-42.4585,-42.4585,0,2,25.71126032
Instance_270_30_,270,30,150,47.87858677,-24.85533333,-24.83666667,0.075101253,2,52.30008912
Instance_270_30_,270,30,200,61.97562408,-18.481,-18.469,0.064931551,2,67.86821079
Instance_500_30_,500,30,10,2.926351786,-418.07,-418.07,1.08773E-13,2,4.123478889
Instance_500_30_,500,30,50,16.04527617,-86.476,-86.476,0,2,17.77900219
Instance_500_30_,500,30,100,36.36924696,-40.7755,-40.7755,0,2,40.40252185
Instance_500_30_,500,30,150,51.59411287,-22.16433333,-22.16433333,0,2,57.08895326
Instance_500_30_,500,30,200,71.58017516,-16.984,-16.984,0,2,78.57371402
Instance_900_30_,900,30,10,3.546496868,-403.365,-403.365,1.97292E-13,2,4.549045801
Instance_900_30_,900,30,50,18.1099298,-77.606,-77.606,0,2,20.36687398
Instance_900_30_,900,30,100,43.25394011,-33.3635,-33.3635,0,2,47.77521729
Instance_900_30_,900,30,150,69.31822205,-18.30866667,-18.30866667,0,2,76.50349498
Instance_900_30_,900,30,200,84.3026402,-11.95,-11.95,0,2,92.88382483
Instance_1500_30_,1500,30,10,4.510131121,-417.47,-417.47,2.72323E-13,2,6.257160902
Instance_1500_30_,1500,30,50,21.63951516,-61.058,-61.058,0,2,32.57424903
Instance_1500_30_,1500,30,100,57.18777823,-29.482,-29.482,0,2,88.48354912
Instance_1500_30_,1500,30,150,73.78489804,-16.227,-16.227,0,2,82.20236516
Instance_1500_30_,1500,30,200,97.04721713,-8.9295,-8.9295,0,2,107.7355502
