"I","L","Amb 1","Amb 2","Mean % Full","Mean % P1","Mean % P2","Mean % P3","Mean % Null"
168,16,35,20,11.5217554905826,39.3706938934808,27.4956212468233,21.2823241166231,0.269719119798973
270,16,35,20,13.0932085236958,35.3946068396194,30.7176837859834,20.3863202719395,0.408180578761832
500,16,35,20,17.5682250078412,27.831752622112,34.432217628712,18.3311362363614,1.8366685049733
900,16,35,20,18.381721676207,21.0681946964249,36.3346082991905,16.0289863885606,8.18648893961693
1500,16,35,20,21.7998639432306,18.2373380097486,32.3992829425916,9.37539594153926,18.1881191628899
