"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","NA"
168,16,10,3.81399286987522,10.3020942829554,0.4,85.4839128471694,0,35
168,16,50,3.0782941697897,10.8206264489635,1.32504487461009,84.7760345066367,0,35
168,16,100,3.67817310190228,12.0806767213387,1.22540879732036,83.0157413794387,0,35
168,16,150,3.10295770805746,10.071195348337,1.06681557669742,85.7590313669081,0,35
168,16,200,3.08783224902593,11.2223731532777,0.550092943771584,85.1397016539248,0,35
270,16,10,3.68685941296169,14.3356342019842,0.958605664488017,81.0189007205662,0,35
270,16,50,3.73522166357121,11.0236245483706,1.00853067984647,84.2326231082117,0,35
270,16,100,3.63287328394848,12.3098095647055,0.546543657697718,83.5107734936483,0,35
270,16,150,3.50845649627505,11.8985313070869,0.70527568148756,83.8877365151505,0,35
270,16,200,3.4611784139603,12.679389179388,0.748478944870007,83.1109534617817,0,35
500,16,10,6.25777650229983,17.6452721668746,0.27027027027027,75.8266810605553,0,35
500,16,50,4.32025125676619,13.9745975821217,0.492603052486617,81.2125481086255,0,35
500,16,100,3.86805395793382,13.8665097803832,0.187848332914122,82.0775879287688,0,35
500,16,150,3.84872804155333,14.1000884273048,0.323577110756995,81.7276064203849,0,35
500,16,200,4.18177666340167,15.510309629363,0.389509370228482,79.9184043370068,0,35
900,16,10,4.11146671519012,16.4415081276783,0.435606060606061,79.0114190965255,0,35
900,16,50,4.24783745467725,18.300392652805,0.208476926123985,77.2432929663938,0,35
900,16,100,4.42090347836043,17.975670642425,0.407717914588565,77.195707964626,0,35
900,16,150,5.21666652432822,18.103308028315,0.341857128075263,76.3381683192815,0,35
900,16,200,4.14436905166813,18.1430902817544,0.409082503233263,77.3034581633442,0,35
1500,16,10,5.31110464817351,20.6252146080464,0.473856209150327,73.5898245346298,0,35
1500,16,50,6.41526209338166,21.4957829529077,0.472869564298136,71.6160853894125,0,35
1500,16,100,5.28185877536158,20.3911680897044,0.370895425935449,73.9560777089986,0,35
1500,16,150,5.08260259144486,21.0805672414514,0.504064521755445,73.3327656453482,0,35
1500,16,200,5.86335896610221,20.1980280523776,0.525918510756284,73.412694470764,0,35
