time,best,best bound,gap
5.3607447147369385,28.00325000000004,61.48975000000043,119.58076294715913
time,best,best bound,gap
5.3607447147369385,28.00325000000004,61.48975000000043,119.58076294715913
time,best,best bound,gap
5.835841417312622,28.00325000000004,38.67861527777698,38.12187970245211
time,best,best bound,gap
6.272238254547119,37.244499999999185,38.67861527777698,3.8505424365418346
time,best,best bound,gap
6.719822883605957,37.244499999999185,38.386306630468994,3.0657053537296344
time,best,best bound,gap
6.862458944320679,37.524499999999186,38.386306630468994,2.2966505362358625
time,best,best bound,gap
6.997058629989624,37.524499999999186,38.36180928029876,2.2313669210771354
time,best,best bound,gap
7.38053035736084,37.524499999999186,38.36180928029876,2.2313669210771354
time,best,best bound,gap
7.997389793395996,37.524499999999186,38.09514437213335,1.520724785497938
time,best,best bound,gap
8.228022336959839,37.524499999999186,38.09514437213335,1.520724785497938
time,best,best bound,gap
8.39749002456665,37.524499999999186,38.06791916795296,1.4481716424037192
time,best,best bound,gap
8.424658060073853,37.524499999999186,38.06791916795296,1.4481716424037192
time,best,best bound,gap
8.478918075561523,37.524499999999186,38.052695310434,1.407601195045429
time,best,best bound,gap
8.494549036026001,37.524499999999186,38.052695310434,1.407601195045429
time,best,best bound,gap
8.526806592941284,37.524499999999186,38.05244123983658,1.406924115810758
time,best,best bound,gap
8.628910303115845,37.524499999999186,38.05244123983658,1.406924115810758
time,best,best bound,gap
9.062462568283081,37.524499999999186,37.885053545373445,0.9608483667317801
time,best,best bound,gap
9.279076099395752,37.54174999999918,37.885053545373445,0.9144580243975556
time,best,best bound,gap
9.39085340499878,37.54174999999918,37.87523577847547,0.8883064281134864
time,best,best bound,gap
9.406090259552002,37.54174999999918,37.87523577847547,0.8883064281134864
time,best,best bound,gap
9.423182964324951,37.54174999999918,37.87521580772223,0.8882532319965148
time,best,best bound,gap
9.524025201797485,37.54174999999918,37.87521580772223,0.8882532319965148
time,best,best bound,gap
9.91389799118042,37.54174999999918,37.797640716952166,0.6816163789727137
time,best,best bound,gap
10.014149904251099,37.54174999999918,37.797640716952166,0.6816163789727137
time,best,best bound,gap
10.104547262191772,37.54174999999918,37.78722061648669,0.6538603461146976
time,best,best bound,gap
10.121287822723389,37.54174999999918,37.78722061648669,0.6538603461146976
time,best,best bound,gap
10.14529538154602,37.54174999999918,37.786646849574524,0.6523320025713928
time,best,best bound,gap
10.16095232963562,37.54174999999918,37.786646849574524,0.6523320025713928
time,best,best bound,gap
10.163944959640503,37.54174999999918,37.78663743746297,0.6523069315196907
time,best,best bound,gap
10.247275352478027,37.54174999999918,37.78663743746297,0.6523069315196907
time,best,best bound,gap
10.589287519454956,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
10.601480722427368,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
10.601480722427368,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
10.797529697418213,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
10.797529697418213,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
11.045602321624756,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
11.272579908370972,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
11.63132381439209,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
11.712621927261353,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
11.975825786590576,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
11.983736276626587,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
12.080409526824951,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
12.089653253555298,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
12.111774444580078,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
12.12102222442627,37.54174999999918,37.714419711464664,0.4599404968214985
time,best,best bound,gap
12.147245168685913,37.54174999999918,37.71339784383583,0.4572185469154976
time,best,best bound,gap
12.156570434570312,37.54174999999918,37.71339784383583,0.4572185469154976
time,best,best bound,gap
12.165096521377563,37.54174999999918,37.71339257561882,0.4572045139601631
time,best,best bound,gap
12.311858415603638,37.54174999999918,37.71339257561882,0.4572045139601631
time,best,best bound,gap
12.424238920211792,37.54174999999918,37.663768660706225,0.32502123824021084
time,best,best bound,gap
12.489871740341187,37.54174999999918,37.663768660706225,0.32502123824021084
time,best,best bound,gap
12.512888193130493,37.54174999999918,37.66215580698545,0.3207250780431714
time,best,best bound,gap
12.522108316421509,37.54174999999918,37.66215580698545,0.3207250780431714
time,best,best bound,gap
12.547721147537231,37.54174999999918,37.66183400246676,0.31986788699935687
time,best,best bound,gap
12.599525928497314,37.54174999999918,37.66183400246676,0.31986788699935687
time,best,best bound,gap
12.629648685455322,37.54174999999918,37.63045228142895,0.23627636279547415
time,best,best bound,gap
12.67330002784729,37.55899999999919,37.63045228142895,0.19024010604586208
time,best,best bound,gap
12.680762529373169,37.55899999999919,37.63021881437213,0.1896185052129774
time,best,best bound,gap
12.739935874938965,37.55899999999919,37.63021881437213,0.1896185052129774
time,best,best bound,gap
12.775009632110596,37.55899999999919,37.61423506944362,0.1470621407503844
time,best,best bound,gap
12.830756425857544,37.55899999999919,37.61423506944362,0.1470621407503844
time,best,best bound,gap
12.857834100723267,37.55899999999919,37.61283333333251,0.14333004961080942
time,best,best bound,gap
12.89644980430603,37.55899999999919,37.61283333333251,0.14333004961080942
time,best,best bound,gap
12.955787420272827,37.55899999999919,37.60491113569131,0.12223737504226333
time,best,best bound,gap
13.024599552154541,37.55899999999919,37.60491113569131,0.12223737504226333
time,best,best bound,gap
13.056814432144165,37.55899999999919,37.598596631204856,0.10542514764948334
time,best,best bound,gap
13.065282583236694,37.55899999999919,37.598596631204856,0.10542514764948334
time,best,best bound,gap
13.074540853500366,37.55899999999919,37.598596631204856,0.10542514764948334
time,best,best bound,gap
13.107818365097046,37.55899999999919,37.598596631204856,0.10542514764948334
time,best,best bound,gap
13.273780345916748,37.55899999999919,37.59316256408105,0.09095706510253554
time,best,best bound,gap
13.282050848007202,37.55899999999919,37.59316256408105,0.09095706510253554
time,best,best bound,gap
13.282050848007202,37.55899999999919,37.59316256408105,0.09095706510253554
time,best,best bound,gap
13.508949279785156,37.558999999999195,37.59316256408105,0.0909570651025166
time,best,best bound,gap
13.508949279785156,37.558999999999195,37.59316256408105,0.0909570651025166
time,best,best bound,gap
13.623669147491455,37.558999999999195,37.59316256408105,0.0909570651025166
time,best,best bound,gap
13.667596101760864,37.558999999999195,37.59316256408105,0.0909570651025166
time,best,best bound,gap
13.748830795288086,37.558999999999195,37.59316256408105,0.0909570651025166
time,best,best bound,gap
13.783266544342041,37.558999999999195,37.59316256408105,0.0909570651025166
