"I","L","Amb 1","Amb 2","Mean % Full","Mean % P1","Mean % P2","Mean % P3","Mean % Null"
168,16,10,6,NA,NA,NA,NA,NA
168,16,20,11,NA,NA,NA,NA,NA
168,16,35,20,NA,NA,NA,NA,NA
