name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time,iteration
Instance_168_50_,168,50,10,1.78015089,6.765,6.77165,0.098300074,2,432.5606179,V4 ALS
Instance_168_50_,168,50,50,9.571530819,6.468,6.4685,0.007730365,2,1578.212518,V4 ALS
Instance_168_50_,168,50,100,22.97731423,6.529350004,6.533950004,0.070451117,2,5663.653758,V4 ALS
Instance_168_50_,168,50,150,34.42822409,6.412933341,6.413392937,0.007166704,2,6781.004955,V4 ALS
Instance_168_50_,168,50,200,43.64377117,6.4109,6.41145,0.008579139,2,8605.704811,V4 ALS
Instance_270_50_,270,50,10,2.857132196,8.13,8.136666667,0.08200082,2,279.824301,V2 BLS
Instance_270_50_,270,50,50,12.96360922,7.532,7.5355,0.046468401,2,2234.174772,V4 BLS
Instance_270_50_,270,50,100,31.7416358,7.8924,7.892900017,0.006335428,2,5372.894256,V4 ALS
Instance_270_50_,270,50,150,50.75514722,7.861677778,7.862016129,0.004303805,2,8822.619528,V4 ALS
Instance_270_50_,270,50,200,55.08203793,7.5231,7.523700002,0.00797546,2,9266.652395,V4 ALS
Instance_500_50_,500,50,10,5.251260996,9.412,9.412000002,2.07282E-08,2,743.1268411,V4 BLS
Instance_500_50_,500,50,50,22.65560603,9.6165,9.6205,0.041595175,2,4631.472209,V4 ALS
Instance_500_50_,500,50,100,50.90597224,9.9708,9.971350009,0.005516195,2,10642.91707,V4 ALS
Instance_500_50_,500,50,150,81.02838802,9.802177778,9.803089482,0.00930104,2,15495.16392,V4 ALS
Instance_500_50_,500,50,200,102.728184,9.8847,9.8856,0.00910498,2,21454.57776,V4 ALS
Instance_900_50_,900,50,10,10.02067518,12.709,12.71475874,0.045312294,2,2091.42943,V4 BLS
Instance_900_50_,900,50,50,69.33191991,12.303,12.344,0.333252052,2,7234.773261,V4 ALS
Instance_900_50_,900,50,100,117.2446671,12.309,12.3243,0.124299293,2,18273.48422,V4 ALS
Instance_900_50_,900,50,150,239.9930871,11.91884444,11.91990805,0.00892376,2,33922.88326,V4 ALS
Instance_900_50_,900,50,200,393.3060758,12.0521,12.0529,0.006637847,2,46997.00581,V4 ALS
Instance_1500_50_,1500,50,10,9.295709848,13.066,13.066,1.90334E-13,2,1763.933968,V4 BLS
Instance_1500_50_,1500,50,50,106.2986848,13.77150001,13.78850001,0.123443343,2,17840.57832,V4 ALS
Instance_1500_50_,1500,50,100,329.948853,13.84795,13.84925,0.009387703,2,57936.35207,V4 ALS
Instance_1500_50_,1500,50,150,589.5788159,14.09793333,14.09930558,0.00973369,2,68801.50307,V4 ALS
Instance_1500_50_,1500,50,200,622.130168,14.1531,14.30265,1.056658965,2,76317.18895,V4 ALS
