"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","NA"
168,16,10,4.23290043290043,1.34173669467787,23.81365140454,5.22001221967197,65.3916992482098,10
168,16,50,5.07518643731504,2.08346085307184,24.2674596648224,9.59705225264311,58.9768407921477,10
168,16,100,4.99500939188176,1.61106390768182,24.4513347501853,9.84145924954399,59.1011327007071,10
168,16,150,4.88290325621534,2.75511610939355,25.6242571084559,9.43645594345359,57.3012675824816,10
168,16,200,5.00059498780838,2.70022690155306,27.0337753228703,7.45202217027266,57.8133806174956,10
270,16,10,3.34336194944714,2.24854113894362,23.9817954027199,7.32603012643581,63.1002713824535,10
270,16,50,4.22822973160465,1.05553104974305,24.3529493838468,4.60090561559283,65.7623842192127,10
270,16,100,4.79035658151484,2.30088611640929,23.7877120471894,5.01797296664956,64.1030722882369,10
270,16,150,4.99243431770874,1.98637749519718,23.926051258277,4.87239524227664,64.2227416865404,10
270,16,200,4.65040455990619,2.36341379581815,24.4470639620361,4.38319990757371,64.1559177746658,10
500,16,10,5.79143663301878,1.5448275862069,22.2482686171327,3.54970974108905,66.8657574225525,10
500,16,50,5.77179358677281,0.49950108662158,19.5555600755355,2.27347548595877,71.8996697651113,10
500,16,100,5.01525641425067,0.780870377888504,20.1056275064726,2.86044926124277,71.2377964401455,10
500,16,150,5.27129726588643,0.884285255797074,20.2719600144113,2.39741602862039,71.1750414352848,10
500,16,200,5.812323778215,0.966191492519946,19.1087673160298,1.89223950961995,72.2204779036153,10
900,16,10,3.01039037475208,0.454545454545455,18.6996999789553,0.526680526680527,77.3086836650667,10
900,16,50,5.15380762371494,0,16.5409287395785,1.46424354266937,76.8410200940372,10
900,16,100,4.99049828476357,0.147687425895273,16.5521176612469,1.44223229483316,76.8674643332611,10
900,16,150,5.86696670988887,0.31260639168337,15.3221358659785,1.95475995454849,76.5435310779008,10
900,16,200,4.99961496359525,0.256963799580292,16.5827912057127,1.43836091141922,76.7222691196925,10
1500,16,10,4.9525567538448,0,15.3776912892243,0,79.6697519569309,10
1500,16,50,5.28118256336506,0.0825531914893617,12.6301230639185,1.01668621944093,80.9894549617862,10
1500,16,100,5.20513480324832,0.17959526839132,14.3083032079034,1.08296577206172,79.2240009483953,10
1500,16,150,4.79121924525935,0.108898356117076,13.6131968118037,0.97678573344718,80.5098998533727,10
1500,16,200,5.36924845192797,0.103563225404325,13.7511545677738,0.864038876169899,79.911994878724,10
