"I","L","Amb 1","Amb 2","Mean % T","Mean % TL","Mean % P","Mean % PL","Mean % Null"
168,100,35,20,30.7998764078946,20.2349776473286,43.6003357877421,4.92031238293302,0.25458463543292
270,100,35,20,31.7494999859386,14.5919885301171,45.7274610306616,6.90434712510075,1.00152872500741
500,100,35,20,34.3057904829223,9.86043479211311,42.3946053287145,7.12220695599413,6.31402126378537
900,100,35,20,36.6643971506319,5.87845570644016,35.442505531134,4.97144684482061,17.0431947669733
1500,100,35,20,39.9263024311307,5.198740308573,23.8978855314223,3.93988067488275,27.0356285539912
