time,best,best bound,gap %,status
12.211730003356934,2.8881000000002555,14.526000000000007,402.96042380799565,2
time,best,best bound,gap %,status
84.00041723251343,2.956350000000282,7.872150000000003,166.27936475719224,2
time,best,best bound,gap %,status
156.45809412002563,2.964350000000285,7.288700000000003,145.87852311634262,2
time,best,best bound,gap %,status
204.53742909431458,6.968950000000056,7.237000000000003,3.846347010667952,2
time,best,best bound,gap %,status
233.29632115364075,7.020100000118939,7.234150000000003,3.049101862899927,2
time,best,best bound,gap %,status
260.6733031272888,7.186150001738024,7.233500000000003,0.6589063441554455,2
time,best,best bound,gap %,status
272.7443482875824,7.187050000000153,7.232750000000003,0.6358658976888849,2
time,best,best bound,gap %,status
281.5697920322418,7.191950000496303,7.232600000000003,0.565215268472323,2
time,best,best bound,gap %,status
312.2109262943268,7.193150000330157,7.232196790279915,0.5428329723134615,2
time,best,best bound,gap %,status
449.51023411750793,7.194800000000159,7.228800000000003,0.4725635180942296,2
time,best,best bound,gap %,status
449.5316150188446,7.19515000058796,7.228800000000003,0.4676761347476236,2
time,best,best bound,gap %,status
449.55150532722473,7.195550000853497,7.228800000000003,0.4620911416439684,2
time,best,best bound,gap %,status
449.5717272758484,7.196600000573551,7.228800000000003,0.4474335022633726,2
time,best,best bound,gap %,status
472.97351717948914,7.197650000128496,7.2287455747950515,0.4320239893020727,2
time,best,best bound,gap %,status
472.9944591522217,7.1989500003311715,7.2287455747950515,0.4138877817252427,2
time,best,best bound,gap %,status
512.4367120265961,7.200650000732412,7.2287455747950515,0.3901810817048724,2
time,best,best bound,gap %,status
512.4588160514832,7.200850000000162,7.2287455747950515,0.3873928049451007,2
time,best,best bound,gap %,status
512.4864752292633,7.2011500015968295,7.2287455747950515,0.383210642634896,2
time,best,best bound,gap %,status
525.668799161911,7.201350000296832,7.2287455747950515,0.3804227609696894,2
time,best,best bound,gap %,status
525.6965460777283,7.202200000538594,7.2287455747950515,0.3685759108948927,2
time,best,best bound,gap %,status
535.7847781181335,7.2029000000001675,7.2287455747950515,0.35882179115194474,2
time,best,best bound,gap %,status
535.8169033527374,7.20340000034679,7.2287455747950515,0.35185571323320836,2
time,best,best bound,gap %,status
569.1495361328125,7.2048500004333285,7.2287455747950515,0.3316595676563134,2
time,best,best bound,gap %,status
569.1766781806946,7.206200000000169,7.2287455747950515,0.3128635729633137,2
time,best,best bound,gap %,status
569.1986923217773,7.206250000000171,7.2287455747950515,0.31216756003302354,2
time,best,best bound,gap %,status
621.3366961479187,7.207400000000171,7.2287455747950515,0.29616192794738466,2
time,best,best bound,gap %,status
628.2874293327332,7.207600001069022,7.2287455747950515,0.2933788462580167,2
time,best,best bound,gap %,status
628.3101801872253,7.207750000826267,7.2287455747950515,0.2912916508810343,2
time,best,best bound,gap %,status
694.5646011829376,7.207950000555422,7.228650000000003,0.28718289448436546,2
time,best,best bound,gap %,status
1028.6865391731262,7.208100000000173,7.223650000000003,0.21572952650253563,2
time,best,best bound,gap %,status
1162.7704830169678,7.208250000000172,7.219500000000003,0.15607116845046323,2
time,best,best bound,gap %,status
1217.2710480690002,7.208400000763255,7.218300000000003,0.13733975966510176,2
time,best,best bound,gap %,status
1245.0565321445465,7.208650000662164,7.217950000000003,0.1290116642781156,2
time,best,best bound,gap %,status
1302.8900322914124,7.208800002160045,7.217000000000003,0.1137498312826193,2
time,best,best bound,gap %,status
1418.5231223106384,7.208950000000174,7.216250000000003,0.10126301333521742,2
time,best,best bound,gap %,status
1487.351933002472,7.209150000000175,7.216000000000003,0.09501813667114084,2
time,best,best bound,gap %,status
1763.2208750247955,7.209300000000176,7.2159499013163515,0.09224059639875798,2
time,best,best bound,gap %,status
2422.6346991062164,7.209350000000178,7.2159499013163515,0.09154641286902579,2
