"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","BLS ambulances","ALS ambulances","NA"
500,16,150,14.31775785799,8.83885093207012,38.3524266867605,17.3277661271058,21.1631983960735,35,35,20
500,16,200,15.6328302022634,8.71521449999301,38.288091503917,16.9471431693032,20.4167206245234,35,35,20
900,16,10,13.5521358473486,4.40213526649697,33.3730685007281,18.9648783584954,29.707782026931,35,35,20
900,16,50,15.2979440338093,3.86826246675911,30.7523026207136,15.8068100227006,34.2746808560175,35,35,20
900,16,100,15.0077682178677,3.73579125735176,33.2023472861094,13.9282682252773,34.1258250133939,35,35,20
900,16,150,15.9870294938124,4.06428668834887,31.2179488456447,16.7177478941636,32.0129870780304,35,35,20
900,16,200,15.5046972824868,3.68877215399776,32.5241150414823,14.5445602386429,33.7378552833903,35,35,20
1500,16,10,16.712166181494,2.32346689671154,34.4102161548432,11.8304425369885,34.7237082299627,35,35,20
1500,16,50,16.9993775302861,2.26184783824747,26.9868241023254,12.2410699080752,41.5108806210658,35,35,20
1500,16,100,16.490207346302,3.2235760497157,28.6209582832008,13.0589304500058,38.6063278707757,35,35,20
1500,16,150,16.7919363367937,2.4657207013527,27.2175069951082,11.4449907199146,42.0798452468308,35,35,20
1500,16,200,17.5615888057435,2.442687932491,28.057870113611,11.6944668789291,40.2433862692254,35,35,20
