name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time,iteration
Instance_168_100_,168,100,10,2.980065823,7.125000053,7.128333386,0.046783625,2,273.7314959,V2 BLS
Instance_168_100_,168,100,50,12.49005914,6.533,6.533,0,2,1651.635675,V2 BLS
Instance_168_100_,168,100,100,28.4563508,6.72015,6.72045,0.004464186,2,6906.499023,V4 ALS
Instance_168_100_,168,100,150,48.40154481,6.925388894,6.926205432,0.011790492,2,13448.3556,V4 ALS
Instance_168_100_,168,100,200,60.68869781,6.88755,6.8882,0.009437318,2,16796.28391,V4 ALS
Instance_270_100_,270,100,10,5.360609055,8.565000005,8.584557087,0.22833721,2,821.9579399,V2 BLS
Instance_270_100_,270,100,50,19.96919608,8.7355,8.741,0.062961479,2,5750.532273,V4 ALS
Instance_270_100_,270,100,100,42.24703693,8.330650005,8.333400005,0.033010629,2,9452.431944,V4 ALS
Instance_270_100_,270,100,150,71.78394008,8.408811111,8.409593463,0.009303959,2,13142.76644,V4 ALS
Instance_270_100_,270,100,200,78.47254801,8.171100004,8.172000004,0.011014429,2,14281.30724,V4 ALS
Instance_500_100_,500,100,10,6.262770176,10.197,10.20651044,0.093267056,2,1082.573923,V4 BLS
Instance_500_100_,500,100,50,29.78845501,10.26,10.2665,0.063352827,2,7776.613485,V4 ALS
Instance_500_100_,500,100,100,68.90688491,10.43745,10.43921489,0.016909228,2,13221.209,V4 ALS
Instance_500_100_,500,100,150,123.5272279,10.13156667,10.13231771,0.007412893,2,24593.4987,V4 ALS
Instance_500_100_,500,100,200,138.7514281,10.31285,10.31365001,0.007757381,2,31673.38721,V4 ALS
Instance_900_100_,900,100,10,10.68150234,13.032,13.07597129,0.337410159,2,1596.848719,V2 BLS
Instance_900_100_,900,100,50,66.45802522,12.438,12.446,0.064319022,2,11781.23469,V4 ALS
Instance_900_100_,900,100,100,136.2447684,12.22695,12.22815001,0.009814429,2,26052.4682,V4 ALS
Instance_900_100_,900,100,150,292.8751192,12.74716667,12.74828671,0.008786632,2,49784.89987,V4 ALS
Instance_900_100_,900,100,200,323.5221786,12.4067,12.40755,0.006851176,2,58625.63405,V4 ALS
Instance_1500_100_,1500,100,10,8.103920698,13.093,13.14065627,0.363982804,2,1216.285606,V2 BLS
Instance_1500_100_,1500,100,50,90.62817597,13.7065,13.7135,0.05107066,2,14235.5884,V4 ALS
Instance_1500_100_,1500,100,100,409.035531,14.6989,14.6994,0.003401639,2,61357.40963,V4 ALS
Instance_1500_100_,1500,100,150,616.8973529,14.67082222,14.67225991,0.009799653,2,96545.32349,V4 ALS
Instance_1500_100_,1500,100,200,649.2805989,14.76015,14.87084523,0.749960083,2,132121.6366,V4 ALS
