"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","NA"
168,16,10,5.31262393520458,3.57871148459384,30.3930592744733,17.1833079110904,43.5322973946379,20
168,16,50,6.19556375537303,3.4080501356705,29.1731594697985,20.5970153314088,40.6262113077492,20
168,16,100,7.0398326033371,5.88318581226751,34.2223328732761,16.6830542579996,36.1715944531197,20
168,16,150,6.03365846258275,4.50057718887656,36.000114517749,17.7986325457832,35.6670172850085,20
168,16,200,6.49142685857052,4.96001775114009,35.8233881220927,15.7067627147616,37.0184045534351,20
270,16,10,5.97369150743764,5.78687502866002,30.214547514729,16.509915336829,41.5149706123444,20
270,16,50,7.09243920829333,2.24853496648646,32.0253817925197,13.7858489317464,44.8477951009541,20
270,16,100,6.70002116576675,4.92406114191304,33.8928190970679,10.6029024066998,43.8801961885526,20
270,16,150,6.74582574223147,4.00379199505985,33.641505616415,11.2526864071729,44.3561902391208,20
270,16,200,6.35140478039166,4.29489456125118,34.6822745482372,10.3682553013956,44.3031708087243,20
500,16,10,9.5470265858704,1.21666666666667,28.9575649593905,10.5677822391818,49.7109595488906,20
500,16,50,8.42541833698437,1.60327801416998,29.3715006651253,8.15220583524205,52.4475971484784,20
500,16,100,7.49677708899162,2.6915593873168,30.5099106909775,6.7675748251345,52.5341780075795,20
500,16,150,7.59837935621172,2.79791645189132,30.6380040963296,6.00555692026521,52.9601431753021,20
500,16,200,8.19715194016873,2.76727586530123,29.3089039059948,5.49999595953597,54.2266723289993,20
900,16,10,7.87564697937038,0.880077369439072,28.5047204807843,4.27772226176481,58.4618329086414,20
900,16,50,7.98491158330171,0.679317993606029,24.3115667947918,4.24493738389386,62.7792662444066,20
900,16,100,8.18682721651508,0.447595304278908,24.8965289943753,3.93622876420483,62.5328197206258,20
900,16,150,8.93024174180731,0.82782616389481,24.2293123058083,4.64512624460907,61.3674935438805,20
900,16,200,7.62093357998962,0.685404887095996,25.6654114549467,3.86101030180223,62.1672397761655,20
1500,16,10,10.4111893067915,0.715979137031769,22.920716871605,2.36653836499038,63.5855763195813,20
1500,16,50,7.84439807858644,0.37813881699514,20.0153996016198,2.85123968621938,68.9108238165793,20
1500,16,100,8.52949174064437,0.460524286001091,21.7306672907121,3.20178301330598,66.0775336693365,20
1500,16,150,7.90927191939809,0.260774272610144,21.0481028470915,2.73231088810076,68.0495400727995,20
1500,16,200,8.5810650292705,0.29505808313442,21.4835331277176,2.60604796974778,67.0342957901297,20
