"I","L","Amb 1","Amb 2","Mean % T","Mean % TL","Mean % P","Mean % PL","Mean % Null"
168,100,35,20,31.3938268216343,19.7632901558518,43.6759245388668,4.88843954552425,0.25432008516837
270,100,35,20,32.3228863383628,14.0203307220479,44.6342319840019,7.82711329803857,1.17026305437416
500,100,35,20,34.5356062505387,9.67698866512656,41.7947776898277,7.83287738435925,6.15975001014777
900,100,35,20,37.1390193178779,5.43323055445064,34.6052771256227,5.57574211560235,17.2467308864464
1500,100,35,20,40.4143703092718,4.5264302421111,24.5892716207055,3.79654805377032,26.6733797741412
