name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time
Instance_168_100_,168,100,10,3.38936615,7.070000095,7.081833428,0.167373878,2,3.954057932
Instance_168_100_,168,100,50,12.98286414,6.463000009,6.463000009,0,2,14.58031106
Instance_168_100_,168,100,100,28.21612072,6.6976,6.69815,0.008211897,2,31.40055108
Instance_168_100_,168,100,150,47.20537329,6.85182223,6.852406008,0.008520043,2,52.28161693
Instance_168_100_,168,100,200,61.62520099,6.8329,6.833550007,0.0095129,2,68.44930315
Instance_270_100_,270,100,10,4.28924489,8.355,8.374991389,0.23927455,2,16.84511709
Instance_270_100_,270,100,50,21.67675805,8.6855,8.6895,0.046053768,2,24.00049591
Instance_270_100_,270,100,100,40.01061583,8.208650004,8.208950004,0.003654681,2,44.0955348
Instance_270_100_,270,100,150,66.89989781,8.375244449,8.376405895,0.013867597,2,73.48331499
Instance_270_100_,270,100,200,78.04365206,8.15665,8.157200002,0.006742989,2,86.07629323
Instance_500_100_,500,100,10,5.94787097,10.0945,10.12633884,0.315407811,2,7.00387907
Instance_500_100_,500,100,50,28.25521898,10.124,10.1305,0.064203872,2,100.1921189
Instance_500_100_,500,100,100,67.842309,10.4282,10.42865001,0.004315285,2,228.340621
Instance_500_100_,500,100,150,111.4652131,10.12661111,10.12694109,0.003258548,2,119.0026579
Instance_500_100_,500,100,200,138.2317522,10.29585,10.29905,0.031080484,2,149.4282568
Instance_900_100_,900,100,10,8.441001892,12.8315,12.8315,1.38437E-14,2,29.06443095
Instance_900_100_,900,100,50,60.481668,12.4165,12.41750001,0.008053891,2,63.87871385
Instance_900_100_,900,100,100,134.2344398,12.18375,12.18475001,0.008207737,2,140.2725081
Instance_900_100_,900,100,150,270.8171449,12.71902222,12.72013572,0.008754573,2,280.4540319
Instance_900_100_,900,100,200,330.7088661,12.4005,12.4017,0.009677048,2,342.9210479
Instance_1500_100_,1500,100,10,9.180001974,12.889,12.91027906,0.165094731,2,29.14354801
Instance_1500_100_,1500,100,50,80.83395815,13.6875,13.6875,6.03885E-09,2,84.29973912
Instance_1500_100_,1500,100,100,336.348181,14.67245,14.7799,0.732324895,2,343.9028308
Instance_1500_100_,1500,100,150,353.2579,14.60712222,14.81991703,1.456788024,2,364.2452028
Instance_1500_100_,1500,100,200,367.7841768,14.41435,15.1831,5.333226933,2,1167.824947
