name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time,iteration
Instance_168_50_,168,50,10,1.946387053,6.97,6.97,0.017934003,2,3069.81438,V4 BLS
Instance_168_50_,168,50,50,9.185894728,6.56,6.56,0.007622542,2,3088.001673,V4 BLS
Instance_168_50_,168,50,100,21.16136503,6.45,6.45,0.00775717,2,3356.877614,V4 BLS
Instance_168_50_,168,50,150,33.50431299,6.40,6.40,0.040017917,2,3242.550577,V4 BLS
Instance_168_50_,168,50,200,41.30940008,6.40,6.40,0.012508306,2,2487.17118,V4 BLS
Instance_270_50_,270,50,10,2.368412018,8.35,8.35,0.117118794,2,3287.560822,V4 BLS
Instance_270_50_,270,50,50,10.76056623,7.46,7.47,0.113956294,2,3330.737371,V4 BLS
Instance_270_50_,270,50,100,29.15300918,7.85,7.85,0.012101294,2,1390.741071,V4 BLS
Instance_270_50_,270,50,150,45.83580017,7.81,7.81,0.017038168,2,50.76482201,0
Instance_270_50_,270,50,200,53.53143907,7.50,7.50,0.001998734,2,57.55571198,0
Instance_500_50_,500,50,10,4.017652035,9.64,9.70,0.625258534,2,3590.103873,V4 BLS
Instance_500_50_,500,50,50,20.86536908,9.61,9.62,0.114517724,2,1280.202252,V4 BLS
Instance_500_50_,500,50,100,49.55605197,9.98,9.99,0.048073793,2,2298.09202,V4 BLS
Instance_500_50_,500,50,150,78.77970004,9.80,9.80,0.00840241,2,3588.906669,V4 BLS
Instance_500_50_,500,50,200,116.2555573,9.90,9.91,0.035345145,2,1760.141832,V4 BLS
Instance_900_50_,900,50,10,13.29639983,12.93,12.93,0.054541224,2,3334.555957,V4 BLS
Instance_900_50_,900,50,50,54.2087307,12.30,12.30,0.008130148,2,3534.502331,V4 BLS
Instance_900_50_,900,50,100,130.0532639,12.29,12.29,0.007321191,2,133.3391569,0
Instance_900_50_,900,50,150,235.831181,11.84,11.84,0.006398848,2,2024.452282,V4 BLS
Instance_900_50_,900,50,200,368.2995119,12.02,12.03,0.009148256,2,789.1483831,V4 BLS
Instance_1500_50_,1500,50,10,6.439450979,13.27,13.27,0.040477349,2,2968.260569,V4 BLS
Instance_1500_50_,1500,50,50,152.442256,13.73,13.77,0.313194217,2,742.260515,V4 BLS
Instance_1500_50_,1500,50,100,326.7487791,13.84,13.84,0.008672685,2,1391.063339,V4 BLS
Instance_1500_50_,1500,50,150,627.6627779,14.08,14.08,0.011402695,2,633.6917639,0
Instance_1500_50_,1500,50,200,637.2985463,14.11,14.11,0.044615544,2,645.2043459,0
