"I","L","Amb 1","Amb 2","Mean % T","Mean % TL","Mean % P","Mean % PL","Mean % Null"
168,50,35,20,26.2935311354768,24.7770208620413,43.1208322159142,5.56482325730573,0.238664324133698
270,50,35,20,27.7206717528205,20.0483596502171,42.3272080852029,9.04708193101902,0.835209295595055
500,50,35,20,30.4424647162117,12.9913861677625,41.3264505018876,9.77868953226982,5.4485090818684
900,50,35,20,34.9147031022456,7.22984826192892,33.9155395301036,5.06485365239786,18.875055453324
1500,50,35,20,36.8983558424983,6.36213539580442,26.9619964227191,4.16181000217339,25.5426631211185
