"I","L","Amb 1","Amb 2","Mean % Full","Mean % P1","Mean % P2","Mean % P3","Mean % Null"
168,30,10,6,0.529732620320856,2.29348481024526,0,17.1767825694339,80
270,30,10,6,0.407985739750446,3.19651298323872,0,16.3955012770108,80
500,30,10,6,0.602619492071825,4.17799024176306,0,15.2193902661651,80
900,30,10,6,0.376923925860096,3.7336710427136,0,15.8894050314263,80
1500,30,10,6,0.583939028675326,4.60332482256865,0,14.812736148756,80
168,30,20,11,0.679465240641711,2.14375218992441,0.08,17.0967825694339,80
270,30,20,11,0.588406365350958,3.01609235763821,0.0740740740740741,16.3214272029368,80
500,30,20,11,0.911454290358956,3.86915544347593,0.0540540540540541,15.1653362121111,80
900,30,20,11,0.509376107248448,3.60121886132524,0,15.8894050314263,80
1500,30,20,11,0.765225578382928,4.42203827286105,0,14.812736148756,80
168,30,35,20,0.762798573975045,2.06041885659107,0.08,17.0967825694339,80
270,30,35,20,0.737371882592337,2.86712684039683,0.191721132897603,16.2037801441132,80
500,30,35,20,1.25155530045997,3.52905443337492,0.0540540540540541,15.1653362121111,80
900,30,35,20,0.822293343038024,3.28830162553567,0.0871212121212121,15.8022838193051,80
1500,30,35,20,1.0622209296347,4.12504292160928,0.0947712418300654,14.717964906926,80
