"I","L","Amb 1","Amb 2","Mean % Full","Mean % P1","Mean % P2","Mean % P3","Mean % Null"
10,16,35,20,15.9949932266189,34.1870084239387,27.4625169142079,22.2364338161869,0
50,16,35,20,16.0976398959379,31.3668084021301,29.5480921609576,21.9719087585476,1.0155507824268
100,16,35,20,15.4680269126604,32.9395856859391,30.2565587155681,19.5485628000312,1.7872658858012
150,16,35,20,15.7859430449053,31.5224493230161,31.0065640408986,19.8693005036752,1.65582536788619
200,16,35,20,16.0196332552146,31.3835464378602,32.0156393317628,18.686705587217,1.88852300699305
