name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time
Instance_168_50_,168,50,10,2.017374992,6.53,6.550993908,0.321499363,2,7.817949057
Instance_168_50_,168,50,50,10.25095606,6.441,6.442,0.01552554,2,11.10226297
Instance_168_50_,168,50,100,21.91265512,6.4167,6.41755,0.013246684,2,23.61874008
Instance_168_50_,168,50,150,32.87989283,6.375988893,6.376641643,0.010237629,2,35.40539122
Instance_168_50_,168,50,200,41.00265503,6.3773,6.3786,0.020384802,2,44.55865884
Instance_270_50_,270,50,10,2.996434927,8.085,8.115564576,0.378040521,2,11.1290822
Instance_270_50_,270,50,50,11.40451622,7.389,7.392,0.040600893,2,39.89519
Instance_270_50_,270,50,100,29.68978095,7.83305,7.833500011,0.005745026,2,31.75448298
Instance_270_50_,270,50,150,44.90455008,7.80876667,7.810097141,0.017038168,2,48.20571899
Instance_270_50_,270,50,200,53.20423913,7.504750002,7.504900002,0.001998734,2,57.35867524
Instance_500_50_,500,50,10,4.452082157,9.2465,9.263768227,0.186754203,2,5.803249121
Instance_500_50_,500,50,50,21.10080719,9.547000009,9.558500009,0.120456688,2,22.87816501
Instance_500_50_,500,50,100,49.58741593,9.9521,9.952850002,0.00753612,2,52.38507605
Instance_500_50_,500,50,150,79.32621789,9.7781,9.779035621,0.009568537,2,83.31278205
Instance_500_50_,500,50,200,113.916533,9.883800001,9.885850001,0.020741011,2,119.4184189
Instance_900_50_,900,50,10,9.685884237,12.603,12.603,0,2,30.38612676
Instance_900_50_,900,50,50,53.19392896,12.301,12.3025,0.012194131,2,191.0319932
Instance_900_50_,900,50,100,131.240082,12.29565,12.2964,0.006099737,2,400.3971059
Instance_900_50_,900,50,150,225.1521213,11.91226667,11.91344482,0.009890264,2,752.151572
Instance_900_50_,900,50,200,328.0058341,12.04855,12.13475,0.715438787,2,1011.094067
Instance_1500_50_,1500,50,10,9.160363913,12.78400001,12.80311491,0.149522068,2,9.87343812
Instance_1500_50_,1500,50,50,101.1373978,13.7235,13.8065,0.604801982,2,364.0819089
Instance_1500_50_,1500,50,100,318.9715331,13.82855,13.83685001,0.060020796,2,322.915951
Instance_1500_50_,1500,50,150,327.6437907,14.03975556,14.27319433,1.662698265,2,334.00787
Instance_1500_50_,1500,50,200,329.744765,14.0723,14.3758,2.156719229,2,1046.742851
