"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","NA"
168,16,10,3.39732620320856,10.718760949622,0.4,85.4839128471694,0,20
168,16,50,2.5754451669407,11.3234754518125,0.652883927666536,85.4481954535802,0,20
168,16,100,2.75566978103148,13.0031800422095,0.752736397256653,83.4884137795024,0,20
168,16,150,2.12096079545795,11.0531922609365,0.714532827805215,86.1113141158003,0,20
168,16,200,2.09854581321803,12.2116595890856,0.415951579914195,85.2738430177822,0,20
270,16,10,2.94203182675479,15.080461788191,0.37037037037037,81.6071360146838,0,20
270,16,50,2.67768824080185,12.08115797114,0.575305571621361,84.6658482164368,0,20
270,16,100,3.0744730051327,12.8682098435213,0.180202361598357,83.8771147897477,0,20
270,16,150,2.58071652919933,12.8262712741626,0.355444475640554,84.2375677209975,0,20
270,16,200,2.6266638010718,13.5139037922765,0.407542568718441,83.4518898379333,0,20
500,16,10,4.55727145179478,19.3457772173797,0.27027027027027,75.8266810605553,0,20
500,16,50,3.37319732482869,14.9216515140592,0.322324414715719,81.3828267463964,0,20
500,16,100,2.75066314198725,14.9839005963298,0.110233842141737,82.1552024195412,0,20
500,16,150,2.51821635307784,15.4306001157802,0.219690714372042,81.8314928167699,0,20
500,16,200,2.94196962456532,16.7501166681994,0.216517055056047,80.0913966521793,0,20
900,16,10,2.54688053624224,18.0060943066262,0,79.4470251571315,0,20
900,16,50,2.83673221958365,19.7114978878986,0.0958605664488017,77.355909326069,0,20
900,16,100,3.23278861794206,19.1637855028434,0.161583249425912,77.4418426297887,0,20
900,16,150,3.88650706334343,19.4334674892998,0.183760858525968,76.4962645888308,0,20
900,16,200,3.11810079642457,19.169358536998,0.21829980743329,77.4942408591442,0,20
1500,16,10,3.82612789191464,22.1101913643053,0,74.0636807437801,0,20
1500,16,50,4.95377055363483,22.9572744926545,0.23687555830413,71.8520793954065,0,20
1500,16,100,3.76822845677903,21.9047984082869,0.132143778717127,74.1948293562169,0,20
1500,16,150,3.73593028440344,22.4272395484929,0.192954206503788,73.6438759605999,0,20
1500,16,200,4.28132772797423,21.7800592905055,0.268295449594553,73.6703175319257,0,20
