name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time
Instance_168_16_,168,16,10,0.899133921,-292.86,-292.86,0,2,1.083380938
Instance_168_16_,168,16,50,4.812327862,-41.468,-41.468,8.39601E-13,2,5.569287062
Instance_168_16_,168,16,100,10.88003922,-13.4864,-13.4864,0,2,12.21029401
Instance_168_16_,168,16,150,19.14009786,-5.178933333,-5.178933333,0,2,21.13631892
Instance_168_16_,168,16,200,26.33727193,-0.4068,-0.404785714,0.495153814,2,29.53777313
Instance_270_16_,270,16,10,1.257616282,-238.844,-238.844,0,2,3.379094124
Instance_270_16_,270,16,50,6.112063885,-39.076,-39.076,9.27364E-13,2,6.871315002
Instance_270_16_,270,16,100,12.95451403,-11.1024,-11.1024,0,2,15.39951706
Instance_270_16_,270,16,150,19.78936696,-2.842577778,-2.842577778,0,2,22.59893513
Instance_270_16_,270,16,200,30.03015399,2.234,2.234,0,2,33.30968499
Instance_500_16_,500,16,10,1.727982044,-202.324,-202.324,2.80952E-14,2,4.293586969
Instance_500_16_,500,16,50,8.266948938,-33.172,-33.172,5.35499E-13,2,9.245756149
Instance_500_16_,500,16,100,15.12200809,-6.8192,-6.8192,0,2,16.90601969
Instance_500_16_,500,16,150,28.3601799,0.665866667,0.665866667,0,2,31.20835304
Instance_500_16_,500,16,200,36.28511786,6.2512,6.2512,0,2,40.31555891
Instance_900_16_,900,16,10,6.07662487,-234.78,-234.78,0,2,9.285361767
Instance_900_16_,900,16,50,9.633810997,-27.7,-27.7,8.33669E-13,2,10.80705309
Instance_900_16_,900,16,100,19.78667068,-3.7856,-3.7856,0,2,22.20612001
Instance_900_16_,900,16,150,29.7237041,5.132,5.132,0,2,33.51426506
Instance_900_16_,900,16,200,43.81204033,8.9016,8.9016,0,2,49.19210005
Instance_1500_16_,1500,16,10,2.939122915,-209.596,-209.596,0,2,7.071810961
Instance_1500_16_,1500,16,50,11.93485689,-23.54,-23.54,1.07155E-12,2,13.39512014
Instance_1500_16_,1500,16,100,22.95782399,-0.688,-0.688,0,2,26.46136785
Instance_1500_16_,1500,16,150,36.6683948,7.278488889,7.278488889,0,2,43.48126483
Instance_1500_16_,1500,16,200,54.26479578,11.4744,11.4744,0,2,69.30531287
