name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time
Instance_168_50_,168,50,10,727.3457153,7.180000002,7.200848301,0.290366283,2,1068.585589
Instance_168_50_,168,50,50,10677.7388,6.238,7.2905,16.872395,2,10804.94344
Instance_168_50_,168,50,100,7681.76646,4.55805,7.40225,62.39949099,2,10809.88564
Instance_168_50_,168,50,150,8660.278836,3.937222222,7.48304593,90.05901896,2,10817.34443
Instance_168_50_,168,50,200,9744.55794,3.41995,7.40705,116.5835758,2,10820.24026
Instance_270_50_,270,50,10,4096.691002,8.48,8.480525386,0.006195594,2,4097.966659
Instance_270_50_,270,50,50,9786.559858,6.657500001,8.6145,29.39541868,2,10807.75021
Instance_270_50_,270,50,100,5739.791562,5.3487,9.1099,70.31989081,2,10815.12648
Instance_270_50_,270,50,150,9643.393128,5.612666667,9.165511653,63.30048081,2,10821.66431
Instance_270_50_,270,50,200,4760.126815,3.56335,8.9759,151.8949865,2,10826.08049
Instance_500_50_,500,50,10,10802.00461,10.0465,10.09214148,0.454302331,2,10803.37408
Instance_500_50_,500,50,50,4409.68619,8.225,10.9865,33.57446809,2,10810.40352
Instance_500_50_,500,50,100,10731.73869,3.3802,11.56985,242.283001,2,10820.40192
Instance_500_50_,500,50,150,4054.234608,7.144655556,11.67325991,63.38450212,2,10827.57092
Instance_500_50_,500,50,200,7069.845891,3.6645,11.86384746,223.7507835,2,10836.24552
Instance_900_50_,900,50,10,9275.521629,13.34450001,13.48716033,1.069057085,2,10803.98111
Instance_900_50_,900,50,50,5767.695728,10.5975,13.8755,30.93182354,2,10812.95955
Instance_900_50_,900,50,100,10820.50228,5.81985,14.27834275,145.3386729,2,10825.01169
Instance_900_50_,900,50,150,1301.873918,3.796888889,14.62274319,285.1243377,2,10835.15022
Instance_900_50_,900,50,200,7214.741344,4.1836,14.37469939,243.5964095,2,10844.90876
Instance_1500_50_,1500,50,10,9824.02939,13.7045,13.83866736,0.979002163,2,10805.21645
Instance_1500_50_,1500,50,50,6384.15339,11.3115,15.579,37.7270919,2,10815.67877
Instance_1500_50_,1500,50,100,6402.389046,4.7432,16.41674666,246.1112046,2,10829.41071
Instance_1500_50_,1500,50,150,1265.011739,4.913788889,17.32128811,252.5037095,2,10839.74209
Instance_1500_50_,1500,50,200,7168.192549,5.22655,17.07935,226.7805723,2,10854.8688
