"I","L","Amb 1","Amb 2","Mean % T","Mean % TL","Mean % P","Mean % PL","Mean % Null"
10,100,35,20,32.9941363292153,11.2181933995829,47.4499560867671,6.90803569045315,1.20307030684703
50,100,35,20,33.0437146421487,14.6787067933603,44.1382235803027,6.10354637875983,2.03580860542852
100,100,35,20,32.5529242511942,15.690511566069,42.8975294624582,5.5137960643983,3.32079421143594
150,100,35,20,32.713988492736,15.574823590199,42.9677014653991,5.6121145983055,3.09113149915425
200,100,35,20,32.067389155271,15.8756870577812,44.2869743265379,5.10375550568245,2.65446555966577
