"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","BLS ambulances","ALS ambulances","NA"
168,50,10,16.9014828374576,8.27512453392537,33.3809074347293,29.7604721326671,11.6820130612206,35,35,20
168,50,50,17.4443555927166,6.30615258093672,36.4969003172899,31.705385454607,8.0472060544498,35,35,20
168,50,100,15.6549021460374,6.70596371560161,38.2762436377253,28.0831398570663,11.2797506435694,35,35,20
168,50,150,15.9143889639745,4.75873336427368,33.5662277321956,34.3899026423958,11.3707472971604,35,35,20
168,50,200,14.2820232597578,5.28273295377471,35.691070856466,33.5169116969076,11.2272612330939,35,35,20
270,50,10,19.5307555655041,3.7287593792812,40.2485911683018,19.5945232345137,16.8973706523991,35,35,20
270,50,50,14.3903921067293,7.20974209151776,39.2925484638547,24.940400645288,14.1669166926103,35,35,20
270,50,100,14.9641319653552,3.97777224516844,36.9655526556865,28.7063533893124,15.3861897444775,35,35,20
270,50,150,15.8516342988288,5.86673292869152,38.9897746845124,27.080088186272,12.2117699016952,35,35,20
270,50,200,13.8202065935114,6.63458604124113,35.3721166862623,30.3463459247253,13.8267447542598,35,35,20
500,50,10,16.9204480203223,3.68910167506324,50.9878947361544,13.0421070004357,15.3604485680244,35,35,20
500,50,50,17.0347592282519,4.17208493977134,42.725433683724,18.0542108199666,18.0135113282862,35,35,20
500,50,100,12.4526782702171,3.95099717901446,42.7813573255339,15.4918684364009,25.3230987888336,35,35,20
500,50,150,16.3231533161033,4.02334798353327,41.7106370727316,16.3714517655804,21.5714098620515,35,35,20
500,50,200,11.4733700586132,4.0217321905034,42.5593794542669,16.1697286675307,25.7757896290859,35,35,20
900,50,10,18.8826591546117,0.196078431372549,48.5401896866353,2.89308578720929,29.4879869401711,35,35,20
900,50,50,17.7758141838033,1.73445731668749,44.2469830521735,6.94944147159729,29.2933039757384,35,35,20
900,50,100,12.4678113937896,1.51740666165966,43.5400261549603,10.3323087197125,32.142447069878,35,35,20
900,50,150,18.4835168765641,2.88612029634454,42.3033718773537,11.1968808791309,25.1301100706067,35,35,20
900,50,200,10.5523596724979,2.85899417558769,43.6332729795651,9.47627667685489,33.4790964954944,35,35,20
1500,50,10,19.0563450501022,1.46165788896204,46.3877366649552,2.83293067169673,30.2613297242838,35,35,20
1500,50,50,17.7878144607009,1.71260348400771,41.4845270044599,5.84361663851042,33.1714384123211,35,35,20
1500,50,100,11.3294395244596,1.53468842816805,43.2915011687558,7.0247583389511,36.8196125396655,35,35,20
1500,50,150,20.061382147714,1.08416883291812,39.7631394410226,6.32664608945678,32.7646634888885,35,35,20
1500,50,200,11.0876288854824,1.92599921309471,40.3594774869035,6.89060838437946,39.7362860301399,35,35,20
