"I","L","Amb 1","Amb 2","Mean % Full","Mean % P1","Mean % P2","Mean % P3","Mean % Null"
168,16,10,6,1.90261909888304,12.3490241118215,0.281547704989664,85.4668090843058,0
270,16,10,6,1.89655557994263,14.1577600345078,0.0724071206039597,83.8732772649457,0
500,16,10,6,2.11469622219015,17.3999765794103,0.0804630407254736,80.4048641576741,0
900,16,10,6,2.17637004697068,20.0446725444697,0.0467135059056724,77.7322439026539,0
1500,16,10,6,2.84480287598714,23.5041867278031,0.0647927422334446,73.5862176539763,0
168,16,20,11,2.65210509890259,11.599538111802,0.550492771150487,85.1978640181449,0
270,16,20,11,2.8298850282931,13.2244305861573,0.348161172529207,83.5975232130204,0
500,16,20,11,3.27136649846207,16.2433063031384,0.236924699108278,80.2484024992913,0
900,16,20,11,3.13945654182839,19.081586049612,0.140187671013264,77.6387697375464,0
1500,16,20,11,4.09779223834947,22.2511973654408,0.183631791744283,73.4673786044655,0
168,16,35,20,3.27342198040923,10.9782212302953,0.929580395307787,84.8187763939876,0
270,16,35,20,3.57185800810959,12.4824576063408,0.760659022976257,83.1850253625734,0
500,16,35,20,4.47425685514045,15.04041594646,0.314019278007317,80.1713079203923,0
900,16,35,20,4.4032386285567,17.8178039628837,0.378081728292886,77.4008756802667,0
1500,16,35,20,5.59284378695005,20.7561458168402,0.486717306621186,73.1642930895886,0
