name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time
Instance_168_30_,168,30,10,10.37042785,6.005000004,6.027612534,0.376561702,2,28.29940701
Instance_168_30_,168,30,50,10802.86551,6.583,6.6045,0.326598815,2,10803.87906
Instance_168_30_,168,30,100,8135.747595,6.210500001,6.24345,0.530553073,2,10807.09079
Instance_168_30_,168,30,150,10821.27594,6.360544444,6.491653082,2.061280114,2,10829.4079
Instance_168_30_,168,30,200,6479.315407,6.268950002,6.54835,4.456886686,2,10827.0541
Instance_270_30_,270,30,10,58.07273984,7.120000001,7.138924408,0.265792221,2,66.9355011
Instance_270_30_,270,30,50,3873.741363,7.891,7.962,0.899759219,2,10803.71113
Instance_270_30_,270,30,100,10148.05359,7.450650001,7.54995,1.332769609,2,10809.0561
Instance_270_30_,270,30,150,10433.46774,7.405833336,7.630410686,3.032438617,2,10820.90775
Instance_270_30_,270,30,200,9192.212474,7.447150003,7.791,4.617202516,2,10820.96018
Instance_500_30_,500,30,10,100.8539047,9.468,9.489041089,0.222233724,2,151.570785
Instance_500_30_,500,30,50,7513.180112,9.2795,9.384,1.126138262,2,10804.41484
Instance_500_30_,500,30,100,6278.131186,9.8005,10.0973,3.028416918,2,10810.00829
Instance_500_30_,500,30,150,9618.670104,9.196500001,9.640340187,4.826185891,2,10813.26502
Instance_500_30_,500,30,200,10096.29899,9.0952,9.6911,6.551807547,2,10818.34694
Instance_900_30_,900,30,10,1053.681504,10.6695,10.6705074,0.009441889,2,1055.330449
Instance_900_30_,900,30,50,9617.763823,11.5585,11.692,1.154994144,2,10805.62389
Instance_900_30_,900,30,100,10810.1975,11.27145,11.59725,2.890488801,2,10815.29647
Instance_900_30_,900,30,150,10773.10623,11.32132222,11.85758622,4.73676116,2,10816.32369
Instance_900_30_,900,30,200,10819.43794,7.1691,12.0125,67.55938681,2,10823.38124
Instance_1500_30_,1500,30,10,6589.063753,13.677,13.67816667,0.008530139,2,6590.241562
Instance_1500_30_,1500,30,50,3506.554739,13.629,14.036,2.986279257,2,10807.29935
Instance_1500_30_,1500,30,100,10518.98594,13.2421,13.73694878,3.736935863,2,10813.64622
Instance_1500_30_,1500,30,150,10541.41973,12.93613333,14.19957418,9.766758085,2,10820.40762
Instance_1500_30_,1500,30,200,8400.068897,7.9962,14.40229865,80.11428743,2,10827.66021
