name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time
Instance_168_70_,168,70,10,4.241701126,-1255.24,-1255.12,0.009559925,2,5.683030844
Instance_168_70_,168,70,50,23.4827981,-277.708,-277.708,3.07032E-13,2,26.16918111
Instance_168_70_,168,70,100,50.83956313,-144.39,-144.378,0.008310825,2,56.00670314
Instance_168_70_,168,70,150,106.6588049,-109.2484444,-109.2373333,0.010170498,2,114.9989471
Instance_168_70_,168,70,200,104.0324569,-89.928,-89.925,0.003336002,2,114.7820041
Instance_270_70_,270,70,10,4.341635942,-1144.205,-1144.205,1.78846E-13,2,6.007863998
Instance_270_70_,270,70,50,24.19112206,-249.852,-249.852,4.66392E-13,2,27.18107295
Instance_270_70_,270,70,100,77.76975679,-143.8185,-143.8185,0,2,84.20319414
Instance_270_70_,270,70,150,141.3206608,-103.318,-103.318,0,2,150.8945129
Instance_270_70_,270,70,200,160.1126022,-82.047,-82.047,5.90625E-12,2,172.6967227
Instance_500_70_,500,70,10,5.453665018,-1043.19,-1043.19,1.0898E-13,2,7.555193186
Instance_500_70_,500,70,50,55.35012674,-262.334,-262.334,6.93387E-13,2,60.86670995
Instance_500_70_,500,70,100,84.52079988,-138.2825,-138.2825,0,2,91.69671702
Instance_500_70_,500,70,150,180.9632781,-96.97811111,-96.97811111,0,2,192.033726
Instance_500_70_,500,70,200,301.977288,-74.5585,-74.5585,0,2,318.021183
Instance_900_70_,900,70,10,6.970979929,-905.73,-905.73,1.75727E-13,2,9.864966869
Instance_900_70_,900,70,50,44.10373473,-229.344,-229.344,1.02859E-12,2,49.09371305
Instance_900_70_,900,70,100,113.0024409,-128.978,-128.978,0,2,122.1434269
Instance_900_70_,900,70,150,222.3110151,-92.52655556,-92.51550794,0.011939944,2,240.1527722
Instance_900_70_,900,70,200,354.4562969,-77.3795,-77.3675,0.015507983,2,578.551424
Instance_1500_70_,1500,70,10,9.316778898,-1049.58,-1049.58,6.49899E-14,2,12.76539874
Instance_1500_70_,1500,70,50,63.09232712,-220.203,-220.173,0.013623793,2,69.10196376
Instance_1500_70_,1500,70,100,108.1139221,-113.4965,-113.4965,2.50419E-13,2,120.5710051
Instance_1500_70_,1500,70,150,646.4909608,-80.101,-80.081,0.024968477,2,820.9832799
Instance_1500_70_,1500,70,200,1562.368337,-62.9385,-62.9245,0.022243937,2,1635.114899
