"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage"
168,16,10,17.279252418937,2.60569752827817,76.6504332828288,1.75115207373272,1.71346469622332
168,16,50,19.3557004447471,3.22176820063216,72.5389690740333,2.29836400314661,2.58519827744084
168,16,100,20.3193625817249,2.21554429997441,70.3936880642638,2.66100166317306,4.41040339086385
168,16,150,16.6051993186042,3.87248936761207,70.5298525580007,5.27546751240124,3.71699124338177
168,16,200,19.235814219941,2.44488731293199,70.5328890619657,4.50033667554524,3.28607272961611
270,16,10,18.6138489676976,2.46623376623377,71.131800807364,2.21818181818182,5.56993464052288
270,16,50,19.1833190044556,2.11917006871796,74.3703294090591,1.32280655708178,3.00437496068558
270,16,100,20.4858492835608,2.69199518388668,71.2903550881211,1.40906089214739,4.12273955228405
270,16,150,18.3382338762108,3.03496738939889,70.5734087490429,3.33606489671028,4.71732508863705
270,16,200,20.2845763053449,2.46755307340225,71.7314693658501,2.78790804017633,2.72849321522638
500,16,10,25.922577288703,1.43636363636364,68.938709389825,0.636363636363636,3.06598604874467
500,16,50,21.5605801844134,0.697851583025845,75.1427648057117,0.340892929999417,2.25791049684956
500,16,100,21.0237014914348,1.70008031353969,73.6192985704981,0.574288381345397,3.08263124318206
500,16,150,21.7572858790675,1.98612518134683,71.7347923467957,1.72163293533551,2.80016365745445
500,16,200,22.4907351980211,1.78659308446237,71.4424108169955,2.07812135953438,2.20213954098666
900,16,10,23.2478615164785,0.212765957446809,74.0789664459877,0,2.46040608008693
900,16,50,25.549681745478,0.970528166061508,71.6569995965495,0.501629742806213,1.32116074910478
900,16,100,24.5054557462715,1.46095800394545,71.8083041617208,0.91739298950463,1.30788909855759
900,16,150,25.7767559274684,1.26683129873276,70.6076819739586,1.13279478924092,1.21593601059938
900,16,200,24.3236037896868,1.77135720056789,70.866940356719,1.81708372828911,1.22101492473721
1500,16,10,26.2910489859496,0.716447149778734,71.6478697564796,0,1.344634107792
1500,16,50,28.4383839622102,0.845358194025346,69.2895007389566,0.0777358490566038,1.34902125575132
1500,16,100,27.7945168885358,1.4432183715741,68.6620149024842,0.479908599570605,1.62034123783537
1500,16,150,28.0456963016658,1.16495003286437,68.91543148733,0.51244432639701,1.36147785174276
1500,16,200,18.810456098704,6.32208988212453,48.5134333373348,22.2721069125158,4.08191376932089
