"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","NA"
168,16,10,7.06752589598889,5.94734859461026,27.356106875959,24.6668735144983,34.9621451189435,20
168,16,50,8.8783388567456,4.78850533874939,27.1505505770284,30.6594009368691,28.5232042906075,20
168,16,100,9.55201290008976,7.71052810618667,31.4012454524102,26.7944744405186,24.5417391007948,20
168,16,150,8.66157362240068,6.50102683743516,31.9065934421914,26.373838634163,26.5569674638098,20
168,16,200,9.22624234545792,7.61846093743796,36.285662554036,20.2417868774431,26.6278472856251,20
270,16,10,6.93229717192566,6.7829631190686,31.0124545130524,23.331889443526,31.9403957524274,20
270,16,50,9.03472166004666,3.5382107944942,32.8832076006044,19.173843947785,35.3700159970698,20
270,16,100,8.94371118894329,6.49738682290926,34.0640768334347,16.9828758838042,33.5119492709085,20
270,16,150,9.67578140561953,5.34091425154979,33.9833091900642,16.7406689473318,34.2593262054347,20
270,16,200,8.84479563320835,5.8434398955183,36.5966144406765,14.9248191758549,33.7903308547419,20
500,16,10,11.0550854468704,2.69006734006734,31.2769351317019,15.8213083727283,39.1566037086321,20
500,16,50,10.1367896840773,2.58455566562751,32.0649586527836,12.368173158417,42.8455228390946,20
500,16,100,9.43402184889198,3.09750879784425,33.7661501148894,11.1625540188024,42.539765219572,20
500,16,150,10.0366504902077,3.2719931317347,33.5284662082187,9.85353622880316,43.3093539410358,20
500,16,200,10.4624593953533,3.23294878192353,32.3685331072359,9.14010615030572,44.7959525651815,20
900,16,10,8.31568566408992,1.13648762584933,33.1270032121096,6.76664799005225,50.6541755078989,20
900,16,50,10.1827266455898,1.38914097453237,28.9884568497727,6.59178980244862,52.8478857276565,20
900,16,100,10.1982035203341,0.713796102617881,28.6722611456669,6.43118913390973,53.9845500974713,20
900,16,150,10.9450190344708,1.09705567230397,27.3300699404742,8.49800301426934,52.1298523384817,20
900,16,200,9.75021591834047,0.89365703197621,28.9847387055361,6.60349857173859,53.7678897724086,20
1500,16,10,11.2565625438056,0.715979137031769,29.0771055122236,5.01241494419854,53.9379378627405,20
1500,16,50,9.87064405037479,0.711251650178728,24.0037748002007,4.9046865687763,60.5096429304695,20
1500,16,100,10.7219898420091,0.796572954088414,24.4781872756408,5.67766643741512,58.3255834908466,20
1500,16,150,10.1587300025551,0.403479771493187,23.8400696161102,5.19892950909128,60.3987911007502,20
1500,16,200,10.9938385882657,0.45069894745214,24.4306034119907,5.00692967744495,59.1179293748465,20
