"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","NA"
168,16,10,5.72929060187125,1.5021645021645,28.5067083846381,18.9451362788011,45.316700232525,20
168,16,50,6.18173729198135,1.93987258948357,29.2683518264027,18.988158089173,43.6218802029594,20
168,16,100,6.94370412475152,2.75466685126527,28.0939829370435,19.0195907890794,43.1880552978603,20
168,16,150,6.07018582299041,4.41223453498658,35.4122057357071,15.2758154303156,38.8295584760003,20
168,16,200,6.59330868088921,4.71310654325735,35.6189590435485,13.6998206499391,39.3748050823659,20
270,16,10,7.55656935893938,0.8,25.0982466821263,17.6759012853707,48.8692826735637,20
270,16,50,6.77336068488885,2.06443447183574,31.5645301835833,12.8311657355308,46.7665089241613,20
270,16,100,6.44147910978075,1.55255780250283,29.2698731192618,14.6321727558836,48.103917212571,20
270,16,150,6.5965055056008,3.84096636305232,33.6083057664723,10.2438325027003,45.7103898621743,20
270,16,200,6.54305895808426,4.64721306912253,34.0035832684839,9.25622050937452,45.5499241949348,20
500,16,10,10.9359718191361,1.99230233368164,29.5402931421187,9.21857754859783,48.3128551564657,20
500,16,50,7.61238133535761,1.0161235922537,29.0725504043123,7.7040365684883,54.5949080995881,20
500,16,100,7.95704462383214,2.71510552638021,29.7080977314552,5.76618349909736,53.8535686192351,20
500,16,150,7.83091269001234,2.63189710969646,29.6232812507996,5.90684714952835,54.0070617999632,20
500,16,200,8.74455690722327,2.18952672509075,29.1480637301267,5.45778746345414,54.4600651741051,20
900,16,10,8.13324960133471,0.458333333333333,25.5454136624349,4.95587655428081,60.9071268486162,20
900,16,50,8.41165460845169,1.57891667398826,24.9776626391556,4.1694883030131,60.8622777753913,20
900,16,100,8.33836425270706,0.401358520603372,24.5702341315756,3.57954795489753,63.1104951402164,20
900,16,150,9.1708015457822,0.508811044989638,23.779454023794,4.42673238368429,62.1142010017499,20
900,16,200,8.33950173973927,0.623958279688846,24.7165077726897,3.6607095396797,62.6593226682025,20
1500,16,10,9.91486402411584,0.641787298134047,22.6506594626212,1.81958274063537,64.9731064744936,20
1500,16,50,9.30038004343909,0.916154659472671,20.4984194645767,2.65895121023394,66.6260946222776,20
1500,16,100,8.83539857233082,0.284444470619317,21.2552730842623,2.99561729361811,66.6292665791695,20
1500,16,150,8.38382930277693,0.216261663640418,20.2565950792194,2.69344306756192,68.4498708868014,20
1500,16,200,8.89223414381454,0.294013472670631,20.8662580401837,2.46569662070758,67.4817977226235,20
