"I","L","Amb 1","Amb 2","Mean % Full","Mean % P1","Mean % P2","Mean % P3","Mean % Null"
10,16,10,6,5.19318249788075,0.776491754808185,18.5537382832572,2.52673849710388,72.94984896695
50,16,10,6,4.26070003898335,0.55556614859753,18.4040419128932,3.06270110491508,73.7169907946109
100,16,10,6,4.29472466422185,0.650510128069143,18.2209424818726,3.23726465092532,73.5965580749111
150,16,10,6,4.38857293222214,0.855919207495256,18.1596793153805,2.82529069579848,73.7705378491036
200,16,10,6,4.80742991937311,1.00068892840879,17.9718055825225,2.33754534267539,73.8825302270202
10,16,20,11,5.65246053167492,0.926924655241085,19.5372216970494,5.428571963426,68.4548211526086
50,16,20,11,4.61483754707672,0.650941442982642,19.7572161089249,5.3576099563367,69.6193949446791
100,16,20,11,4.78470302868597,0.910016943892721,19.5152337592701,5.64668572384377,69.1433605443075
150,16,20,11,4.71476789725352,1.30136879419231,20.7415370069435,4.65596376904006,68.5863625325706
200,16,20,11,5.13461220567305,1.52828343406112,20.216710037739,4.09709748592729,69.0232968365996
10,16,35,20,6.54959337751706,0.729402988267086,20.218483768983,7.76220096082781,64.7403189044051
50,16,35,20,5.02141581953542,0.952827746542748,21.9872880784484,7.11580640120556,64.9226619542679
100,16,35,20,5.17374094259481,1.02908259371269,21.2106431553928,7.5226378038758,65.0638955044239
150,16,35,20,5.16734740717168,1.77980602474884,23.2898529510997,5.99957321993057,63.7634203970492
200,16,35,20,5.61413835921742,2.10008343661173,22.8254390602452,5.3037708810741,64.1565682628516
