name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time,k1
Instance_168_16_,168,16,10,0.946476936,-376.36,-376.32,0.010628122,2,1.160336971,10
Instance_168_16_,168,16,50,5.633188009,-74.872,-74.87,0.002671226,2,6.358865023,10
Instance_168_16_,168,16,100,12.27969384,-40.6944,-40.6864,0.019658725,2,13.71021581,10
Instance_168_16_,168,16,150,18.14914489,-30.61226667,-30.61074286,0.004977774,2,20.46043301,10
Instance_168_16_,168,16,200,22.45732403,-25.0076,-25.0076,0,2,25.17670798,10
Instance_270_16_,270,16,10,1.149070263,-323.344,-323.344,0,2,1.765776873,10
Instance_270_16_,270,16,50,6.388529778,-74.32,-74.32,8.2221E-13,2,7.15419817,10
Instance_270_16_,270,16,100,12.46380496,-39.8984,-39.8984,0,2,13.9582901,10
Instance_270_16_,270,16,150,20.35280776,-29.60124444,-29.60124444,0,2,23.11367416,10
Instance_270_16_,270,16,200,29.60178995,-23.846,-23.846,0,2,32.67508292,10
Instance_500_16_,500,16,10,1.493339777,-288.504,-288.504,0,2,2.389731169,10
Instance_500_16_,500,16,50,7.990994215,-70.08,-70.08,8.51678E-13,2,8.940088987,10
Instance_500_16_,500,16,100,16.39951897,-37.4432,-37.4432,0,2,18.30049682,10
Instance_500_16_,500,16,150,24.87229109,-28.0848,-28.0848,0,2,27.73680997,10
Instance_500_16_,500,16,200,37.11692405,-21.7388,-21.7388,0,2,41.08741903,10
Instance_900_16_,900,16,10,1.961846828,-322.64,-322.64,0,2,2.818422794,10
Instance_900_16_,900,16,50,9.792890787,-66.088,-66.088,8.60117E-13,2,10.97842288,10
Instance_900_16_,900,16,100,20.09317994,-35.9576,-35.9576,0,2,22.6364212,10
Instance_900_16_,900,16,150,33.7047081,-24.24266667,-24.24066667,0.008249918,2,37.23941469,10
Instance_900_16_,900,16,200,42.61443496,-20.1144,-20.1144,0,2,48.25728893,10
Instance_1500_16_,1500,16,10,2.85440588,-299.296,-299.296,0,2,3.799650908,10
Instance_1500_16_,1500,16,50,12.83003211,-62.68,-62.68,1.37166E-12,2,14.33695674,10
Instance_1500_16_,1500,16,100,23.5786109,-33.224,-33.224,0,2,26.34404302,10
Instance_1500_16_,1500,16,150,37.23211288,-23.62417778,-23.62417778,0,2,42.56767273,10
Instance_1500_16_,1500,16,200,51.73033381,-18.2576,-18.2576,0,2,58.28958082,10
Instance_168_16_,168,16,10,0.926461935,-343.26,-343.26,0,2,1.086191893,20
Instance_168_16_,168,16,50,6.518054008,-61.116,-61.116,7.2082E-13,2,7.202162266,20
Instance_168_16_,168,16,100,11.93835092,-29.3904,-29.3904,0,2,15.70117807,20
Instance_168_16_,168,16,150,20.93559217,-19.9576,-19.9576,0,2,22.94482493,20
Instance_168_16_,168,16,200,24.76276302,-14.6156,-14.6156,0,2,27.39861822,20
Instance_270_16_,270,16,10,1.054503918,-290.204,-290.204,0,2,1.230654001,20
Instance_270_16_,270,16,50,6.516664028,-59.908,-59.908,8.53961E-13,2,7.313284874,20
Instance_270_16_,270,16,100,13.97543478,-27.9344,-27.9344,0,2,15.51702285,20
Instance_270_16_,270,16,150,22.33462381,-18.42924444,-18.42924444,0,2,24.7163868,20
Instance_270_16_,270,16,200,29.22541785,-12.964,-12.964,0,2,32.36041093,20
Instance_500_16_,500,16,10,1.285063982,-254.444,-254.444,0,2,1.477267027,20
Instance_500_16_,500,16,50,8.277329206,-55.108,-55.108,7.34938E-13,2,9.260978222,20
Instance_500_16_,500,16,100,16.51563525,-24.8792,-24.8792,0,2,18.4339819,20
Instance_500_16_,500,16,150,27.31872702,-16.25946667,-16.25946667,0,2,30.29395509,20
Instance_500_16_,500,16,200,38.22087383,-10.2348,-10.2348,0,2,42.30433106,20
Instance_900_16_,900,16,10,1.833734274,-287.98,-287.98,0,2,2.103599787,20
Instance_900_16_,900,16,50,9.621902704,-50.732,-50.732,9.10378E-13,2,11.40205503,20
Instance_900_16_,900,16,100,20.47743011,-22.8736,-22.8736,0,2,23.96268201,20
Instance_900_16_,900,16,150,33.61360908,-12.23066667,-12.23066667,0,2,38.37436199,20
Instance_900_16_,900,16,200,43.68436408,-8.2384,-8.2384,0,2,49.50174522,20
Instance_1500_16_,1500,16,10,2.272059917,-264.356,-264.326,0.011348333,2,2.664662123,20
Instance_1500_16_,1500,16,50,13.43301415,-47.084,-47.084,1.5091E-12,2,14.9965961,20
Instance_1500_16_,1500,16,100,23.75886798,-20.052,-20.052,0,2,31.38467789,20
Instance_1500_16_,1500,16,150,38.49025321,-11.16417778,-11.16417778,0,2,43.71104097,20
Instance_1500_16_,1500,16,200,52.46222711,-6.1836,-6.1836,0,2,58.370821,20
Instance_168_16_,168,16,10,1.005658865,-292.86,-292.86,0,2,1.182661772,35
Instance_168_16_,168,16,50,5.029045105,-41.468,-41.468,8.39601E-13,2,5.893155098,35
Instance_168_16_,168,16,100,10.59429097,-13.4864,-13.4864,0,2,12.00115609,35
Instance_168_16_,168,16,150,17.084831,-5.178933333,-5.178933333,0,2,18.97426796,35
