time,best,best bound,gap %,status
11.196533679962158,-0.2843555555555738,1e+100,3.5167239762423506e+102,2
time,best,best bound,gap %,status
25.431684732437134,0.49637777777790126,21.65666666667322,4262.940412768288,2
time,best,best bound,gap %,status
577.7222800254822,1.922966666666537,4.337968856364829,125.58731420366733,2
time,best,best bound,gap %,status
1256.1241369247437,2.253433333333176,3.714653679578294,64.8441790857752,2
time,best,best bound,gap %,status
1790.6298797130585,2.457466666666499,3.5483883978870647,44.392127308093976,2
time,best,best bound,gap %,status
2675.517754793167,2.516733333333152,3.4922880492858783,38.76273672033045,2
time,best,best bound,gap %,status
3379.2334208488464,2.555411111470997,3.464316267227442,35.567864273441415,2
time,best,best bound,gap %,status
3993.4973447322845,2.5695888888887004,3.4584869981891124,34.59300875498586,2
time,best,best bound,gap %,status
4214.7524309158325,2.5856999999998127,3.457160532332643,33.703079720497094,2
time,best,best bound,gap %,status
4620.958060741425,2.621433333624245,3.453813297818451,31.752856481892866,2
time,best,best bound,gap %,status
5106.6014659404755,2.6470999999998095,3.450833312511779,30.362786162669614,2
time,best,best bound,gap %,status
5751.244360923767,2.6533333333331424,3.4499055344232903,30.021565367721305,2
time,best,best bound,gap %,status
6959.31600689888,2.9672666666664584,3.4499055344232903,16.26543624065467,2
