"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","NA"
168,30,10,7.72525059481581,0.912698412698413,31.1109964914313,9.64308758873976,50.6079669123147,10
168,30,50,5.37536484553739,1.36784132235745,33.6128073492178,7.12217676270432,52.5218097201831,10
168,30,100,5.25210579982603,1.40535384540795,33.4014975373374,7.90505078640787,52.0359920310207,10
168,30,150,5.06009678782417,1.40860811789274,36.0757119550687,6.28253197879363,51.1730511604207,10
168,30,200,6.17550504529004,1.63586013515442,32.2124192941601,7.93768482239618,52.0385307029993,10
270,30,10,4.78954833480696,0.68287037037037,32.3955919718851,5.46192372442372,56.6700655985139,10
270,30,50,5.13651336673948,0.803410750985351,31.0703556658697,3.25650489614808,59.7332153202574,10
270,30,100,5.27020503533502,1.09946690144901,29.9992978816095,6.16702474500444,57.464005436602,10
270,30,150,5.0080610260045,0.745311649564429,30.7705842850154,5.23884894752044,58.2371940918952,10
270,30,200,4.57600167083006,0.312753794680339,30.29855079584,8.05549360388538,56.7572001347642,10
500,30,10,5.66671834180817,0,28.9553607899839,0.877719429857464,64.5002014383504,10
500,30,50,4.86739488112382,1.12588750546001,25.292683289772,4.16359101956253,64.5504433040817,10
500,30,100,4.8057496980786,0.65261174397174,24.086744438769,4.94283577250547,65.5120583466752,10
500,30,150,5.59429642416567,0.299619125485163,24.1733163733948,5.06551621517572,64.8672518617786,10
500,30,200,3.64099775049779,0.246079358118279,23.325820596441,3.76562998071254,69.0214723142304,10
900,30,10,6.02543504524788,0.263157894736842,24.3937944022011,0.995017305167681,68.3225953526465,10
900,30,50,5.2278127908543,0.638188795335402,21.5273901367558,1.88643404251073,70.7201742345438,10
900,30,100,4.63532245481601,0.509248005373814,21.5892978881519,2.49351609852233,70.7726155531359,10
900,30,150,5.31404566104683,0.210918388948022,21.3360292714462,2.76146216328587,70.3775445152731,10
900,30,200,3.54081814087227,0.120261330430496,19.8127626507916,2.45081884802496,74.0753390298806,10
1500,30,10,6.3538799748228,0,18.8448364449147,0,74.8012835802625,10
1500,30,50,6.4412624358821,0.434174462674889,17.1311626093394,1.68909867251074,74.3043018195929,10
1500,30,100,5.17677462751856,0.205738687919763,19.3410886560879,2.13864424535904,73.1377537831147,10
1500,30,150,5.21315612519055,0.150301492844174,18.7450505416695,1.80647572775979,74.085016112536,10
1500,30,200,3.07200648367481,0.209702582548152,18.6868893810929,1.56641297845626,76.4649885742279,10
