"I","L","Amb 1","Amb 2","Mean % Full","Mean % P1","Mean % P2","Mean % P3","Mean % Null"
168,30,10,6,5.24967818371166,0.564502506120301,26.7290308921898,3.4171642738231,64.0396241441552
270,30,10,6,4.3880383963297,0.269974701992431,23.7236986531633,2.71796556527407,68.9003226832405
500,30,10,6,5.28065146466648,0.413199130964582,18.2359281064294,1.12584434413686,74.9443769538026
900,30,10,6,5.30151234991899,0.281835742144787,14.9316288504434,0.631241639154573,78.8537814183382
1500,30,10,6,5.94873917873244,0.145064801836921,11.6114578928988,0.390626656752729,81.9041114697791
168,30,20,11,8.29286617587378,1.58006757702079,42.8430541491564,8.71643238976204,38.567579708187
270,30,20,11,8.38498133642947,1.42212257643987,37.1335325835356,7.08942950866582,45.9699339949293
500,30,20,11,8.46522532897423,1.20151279026077,31.9196144896665,3.20503807699256,55.2086093141059
900,30,20,11,8.84747589277047,0.931558224388691,26.645543112087,1.87078841408449,61.7046343566694
1500,30,20,11,10.0256926854905,0.390783438232801,21.679841521888,1.06332329174261,66.840359062646
168,30,35,20,10.5125745569377,2.09648110896891,49.3721393603691,20.2737730688256,17.7450319048988
270,30,35,20,11.0938706090517,2.47410212876708,45.9767197208159,16.5175109653875,23.9377965759778
500,30,35,20,12.0700611885158,2.77773599157928,43.278121445308,9.6037017418457,32.2703796327512
900,30,35,20,12.7225017856435,1.9079593165335,38.8976821370487,5.71014149856281,40.7617152622114
1500,30,35,20,14.2209392895949,1.22752284872363,33.7768090305609,3.17357586744789,47.6011529636726
