"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","BLS ambulances","ALS ambulances","NA"
168,30,10,5.70497015062232,0,29.2613425222121,3.09290226681531,61.9407850603503,10,10,6
168,30,50,5.07919430773278,0.111111111111111,26.5289894000559,4.44409981394249,63.8366053671577,10,10,6
168,30,100,3.80234400223089,0.302230011367942,25.764235504275,3.76692602257021,66.364264459556,10,10,6
168,30,150,5.53669643284373,1.24628263883303,26.1969841177358,2.55986114662463,64.4601756639628,10,10,6
168,30,200,6.12518602512856,1.16288876928942,25.8936029166701,3.22203211916286,63.5962901697491,10,10,6
270,30,10,4.2365827818414,0,25.4424072734418,2.92695221445221,67.3940577302646,10,10,6
270,30,50,4.70016728027048,0.572361865465314,23.5502852326884,1.80392189036059,69.3732637312153,10,10,6
270,30,100,4.39531671313161,0.0820433436532508,23.437845266295,2.85127747883917,69.233517198081,10,10,6
270,30,150,4.94154162254674,0.539109461414097,22.8469008834698,2.90615560134647,68.7662924312229,10,10,6
270,30,200,3.66658358385825,0.156358839429492,23.3410546099215,3.10152064137193,69.7344823254188,10,10,6
500,30,10,5.50661500428547,0,20.4946736156512,0,73.9987113800633,10,10,6
500,30,50,4.41935936203795,0.18048251558688,19.1632382728702,1.71048888360811,74.5264309658968,10,10,6
500,30,100,5.53281242241885,0.509297494721335,16.5445873599763,1.39317561836774,76.0201271045158,10,10,6
500,30,150,5.46400174258574,0.697106007434204,17.4388375644571,1.31760683420379,75.0824478513192,10,10,6
500,30,200,5.4804687920044,0.679109637080488,17.5383037191923,1.20795038450463,75.0941674672182,10,10,6
900,30,10,5.30022418845807,0,16.3320253711631,0,78.3677504403788,10,10,6
900,30,50,5.49749771174469,0.617409068160326,15.0346698508164,0.558928031886522,78.2914953373921,10,10,6
900,30,100,4.80785020386495,0.481899045317496,14.2759083989352,0.917306975493145,79.5170353763892,10,10,6
900,30,150,4.1990748113839,0.137953653911101,15.7541094970223,0.960761340475715,78.948100697207,10,10,6
900,30,200,6.70291483414335,0.17191694333501,13.2614311342801,0.719211847917485,79.1445252403241,10,10,6
1500,30,10,4.86155736712969,0,12.3044641147361,0,82.8339785181342,10,10,6
1500,30,50,6.3623898709678,0.180560928433269,11.6747251841734,0.331228318508153,81.4510956979174,10,10,6
1500,30,100,5.51700648509146,0.139190462998756,12.2069699142464,0.548840706068818,81.5879924315946,10,10,6
1500,30,150,5.29340169652023,0.270990829958055,11.4744139766414,0.490465307265252,82.470728189615,10,10,6
1500,30,200,7.70934047395303,0.134581787794526,10.3967162746966,0.582598951921424,81.1767625116344,10,10,6
168,30,10,7.62784799741321,0.801282051282051,45.3520042759173,9.05834865617474,37.1605170192127,20,20,11
168,30,50,8.3616240333483,1.06030196960071,40.3930074664179,10.3335785076209,39.8514880230122,20,20,11
168,30,100,8.55397723990185,1.75851355509689,42.4180613076206,8.06655325331749,39.2028946440632,20,20,11
168,30,150,7.92274943093882,2.29606656222599,43.2045315195753,7.64164164033764,38.9350108469223,20,20,11
168,30,200,8.99813217776671,1.98417374689832,42.847666176251,8.48203989135947,37.6879880077245,20,20,11
270,30,10,8.17911933213657,1.28893097643098,36.4902976493494,8.99866614866615,45.0429858934169,20,20,11
270,30,50,8.60018961567692,0.569121798154056,38.0269610192053,6.95717401515433,45.8465535518094,20,20,11
270,30,100,8.65790215085779,1.88614394880526,37.8597748866402,6.17066252582315,45.4255164878736,20,20,11
270,30,150,8.13073503199607,1.41728715407028,36.7548424527792,6.51728224085032,47.1798531203041,20,20,11
270,30,200,8.35696055147998,1.94912900473878,36.5357869097037,6.80336261283513,46.3547609212424,20,20,11
500,30,10,8.73185570908357,0.990740740740741,36.8180135971821,1.89977985393945,51.5596100990542,20,20,11
500,30,50,7.50218539170698,0.312537359441384,32.4766295949609,3.05098906444201,56.6576585894487,20,20,11
500,30,100,8.71078178617675,1.3980953891926,29.0120138732576,3.82987355717388,57.0492353941992,20,20,11
500,30,150,8.67102258142071,1.65905104838795,30.8251791832904,3.72092062759337,55.1238265593076,20,20,11
500,30,200,8.71028117648314,1.64713941354118,30.4662361996415,3.52362728181408,55.6527159285201,20,20,11
900,30,10,9.29510790960159,0.454081632653061,30.5295150579425,1.30874894032789,58.4125464594749,20,20,11
900,30,50,9.98209081282025,1.09466199968095,26.9132044105153,1.94702881602593,60.0630139609575,20,20,11
900,30,100,8.40669580458144,0.984548577802638,25.9736161925262,2.39968832856618,62.2354510965236,20,20,11
900,30,150,8.81575449353694,1.00781511904706,25.8393742045349,1.92188366787198,62.4151725150091,20,20,11
900,30,200,7.7377304433121,1.11668379275974,23.972005694916,1.77659231763048,65.3969877513817,20,20,11
1500,30,10,9.24914114482124,0,22.9469412855052,0,67.8039175696735,20,20,11
1500,30,50,10.3268158547265,0.560336151158306,21.405617341536,1.21282122472083,66.4944094278584,20,20,11
1500,30,100,9.84971853492254,0.548619584641525,22.3366325210333,1.48689271117942,65.7781366482232,20,20,11
1500,30,150,9.12336124159613,0.561140555432097,21.7337344515778,1.32480343267066,67.2569603187233,20,20,11
1500,30,200,11.5794266513861,0.283820899932078,19.9762820097879,1.29209909014215,66.8683713487517,20,20,11
168,30,10,9.59796121752644,0,45.0848451065842,25.3837949490123,19.933398726877,35,35,20
168,30,50,10.9014937901888,2.06816564273086,43.3114503205508,23.6346659654198,20.0842242811098,35,35,20
168,30,100,10.8204456936937,2.61708973452354,54.0052685278812,17.4086995167777,15.1484965271238,35,35,20
168,30,150,10.2761585474005,3.03939325379082,53.5442420681337,16.2655021390723,16.8747039916027,35,35,20
168,30,200,10.9668135358789,2.75775691379935,50.9148907786954,18.6762027738457,16.6843359977806,35,35,20
270,30,10,10.5099932793898,1.25,39.9384135341032,24.5587586742759,23.7428345122311,35,35,20
270,30,50,12.0425289283324,2.39764361576377,43.8212316858947,16.3668038582745,25.3717919117346,35,35,20
270,30,100,11.0447062184051,3.26452794308039,49.3313230785417,13.5986130177127,22.7608297422601,35,35,20
270,30,150,10.7094841640984,2.55319417910435,49.1132498876672,13.7991134893942,23.8249582797359,35,35,20
270,30,200,11.1626404550328,2.90514490588687,47.6793804178727,14.2642657872801,23.9885684339276,35,35,20
500,30,10,12.8597582702787,1.84680134680135,43.193530776614,12.7010544840923,29.3988551222136,35,35,20
500,30,50,11.9691413532164,3.47197592017057,43.2934352054842,9.21846853044405,32.0469789906848,35,35,20
500,30,100,12.2704642810393,2.54549546289428,42.2415338472825,8.59248655579498,34.350019852989,35,35,20
