"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","NA"
168,30,10,7.62784799741321,0.801282051282051,45.3520042759173,9.05834865617474,37.1605170192127,20
168,30,50,8.3616240333483,1.06030196960071,40.3930074664179,10.3335785076209,39.8514880230122,20
168,30,100,8.55397723990185,1.75851355509689,42.4180613076206,8.06655325331749,39.2028946440632,20
168,30,150,7.92274943093882,2.29606656222599,43.2045315195753,7.64164164033764,38.9350108469223,20
168,30,200,8.99813217776671,1.98417374689832,42.847666176251,8.48203989135947,37.6879880077245,20
270,30,10,8.17911933213657,1.28893097643098,36.4902976493494,8.99866614866615,45.0429858934169,20
270,30,50,8.60018961567692,0.569121798154056,38.0269610192053,6.95717401515433,45.8465535518094,20
270,30,100,8.65790215085779,1.88614394880526,37.8597748866402,6.17066252582315,45.4255164878736,20
270,30,150,8.13073503199607,1.41728715407028,36.7548424527792,6.51728224085032,47.1798531203041,20
270,30,200,8.35696055147998,1.94912900473878,36.5357869097037,6.80336261283513,46.3547609212424,20
500,30,10,8.73185570908357,0.990740740740741,36.8180135971821,1.89977985393945,51.5596100990542,20
500,30,50,7.50218539170698,0.312537359441384,32.4766295949609,3.05098906444201,56.6576585894487,20
500,30,100,8.71078178617675,1.3980953891926,29.0120138732576,3.82987355717388,57.0492353941992,20
500,30,150,8.67102258142071,1.65905104838795,30.8251791832904,3.72092062759337,55.1238265593076,20
500,30,200,8.71028117648314,1.64713941354118,30.4662361996415,3.52362728181408,55.6527159285201,20
900,30,10,9.29510790960159,0.454081632653061,30.5295150579425,1.30874894032789,58.4125464594749,20
900,30,50,9.98209081282025,1.09466199968095,26.9132044105153,1.94702881602593,60.0630139609575,20
900,30,100,8.40669580458144,0.984548577802638,25.9736161925262,2.39968832856618,62.2354510965236,20
900,30,150,8.81575449353694,1.00781511904706,25.8393742045349,1.92188366787198,62.4151725150091,20
900,30,200,7.7377304433121,1.11668379275974,23.972005694916,1.77659231763048,65.3969877513817,20
1500,30,10,9.24914114482124,0,22.9469412855052,0,67.8039175696735,20
1500,30,50,10.3268158547265,0.560336151158306,21.405617341536,1.21282122472083,66.4944094278584,20
1500,30,100,9.84971853492254,0.548619584641525,22.3366325210333,1.48689271117942,65.7781366482232,20
1500,30,150,9.12336124159613,0.561140555432097,21.7337344515778,1.32480343267066,67.2569603187233,20
1500,30,200,11.5794266513861,0.283820899932078,19.9762820097879,1.29209909014215,66.8683713487517,20
