"I","L","Amb 1","Amb 2","Mean % Full","Mean % P1","Mean % P2","Mean % P3","Mean % Null"
10,30,10,6,6.11216645830032,0.371745335561125,27.1401160200832,3.39554960963773,62.9804225764176
50,30,10,6,5.40966966402742,0.873900567362621,25.7268798101909,3.62356107868728,64.3659888797317
100,30,10,6,5.02803152311484,0.774483836824454,25.6835852803911,4.72941432955983,63.7844850301097
150,30,10,6,5.23793120484634,0.562951754946906,26.2201384853189,4.23096700650709,63.7480115483807
200,30,10,6,4.20106581823299,0.504931440186337,24.8672885436651,4.75520804669506,65.6715061512205
10,30,20,11,6.42636433771559,0.972205020803419,29.0767875611026,5.47658041458157,58.0480626657968
50,30,20,11,6.64033208146361,1.07296673253471,27.564224813235,6.18097175658041,58.5415046161863
100,30,20,11,6.1415219519328,1.1256796924276,27.7565982047505,6.03982423222526,58.9363759186639
150,30,20,11,6.24775119347252,0.981935632800128,28.0969131194659,5.4488553881635,59.2245446660979
200,30,20,11,5.23047879982317,1.06226096492903,27.111364663332,5.83364491651048,60.7622506554053
10,30,35,20,7.24559555349853,1.0671460982445,31.0522725837428,7.5032896153425,53.1316961491717
50,30,35,20,7.94206612039935,1.51538884238239,29.4358323711726,6.9680360571412,54.1386766089044
100,30,35,20,7.30344070384919,1.46803512175809,29.8066531906168,7.13801366424112,54.2838573195348
150,30,35,20,7.5030354804042,1.31130461339943,29.8957882603895,6.36981907123631,54.9200525745706
200,30,35,20,6.25233811336442,1.43424335107887,28.9037981493951,7.46292954289138,55.9466908432702
