"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","NA"
168,30,10,9.59796121752644,0,45.0848451065842,25.3837949490123,19.933398726877,35
168,30,50,10.9014937901888,2.06816564273086,43.3114503205508,23.6346659654198,20.0842242811098,35
168,30,100,10.8204456936937,2.61708973452354,54.0052685278812,17.4086995167777,15.1484965271238,35
168,30,150,10.2761585474005,3.03939325379082,53.5442420681337,16.2655021390723,16.8747039916027,35
168,30,200,10.9668135358789,2.75775691379935,50.9148907786954,18.6762027738457,16.6843359977806,35
270,30,10,10.5099932793898,1.25,39.9384135341032,24.5587586742759,23.7428345122311,35
270,30,50,12.0425289283324,2.39764361576377,43.8212316858947,16.3668038582745,25.3717919117346,35
270,30,100,11.0447062184051,3.26452794308039,49.3313230785417,13.5986130177127,22.7608297422601,35
270,30,150,10.7094841640984,2.55319417910435,49.1132498876672,13.7991134893942,23.8249582797359,35
270,30,200,11.1626404550328,2.90514490588687,47.6793804178727,14.2642657872801,23.9885684339276,35
500,30,10,12.8597582702787,1.84680134680135,43.193530776614,12.7010544840923,29.3988551222136,35
500,30,50,11.9691413532164,3.47197592017057,43.2934352054842,9.21846853044405,32.0469789906848,35
500,30,100,12.2704642810393,2.54549546289428,42.2415338472825,8.59248655579498,34.350019852989,35
500,30,150,11.8892248587304,3.08004649390379,43.4293747438992,9.15255479445698,32.4487991090097,35
500,30,200,11.3617171793144,2.94436073412643,44.2327326532603,8.35394434444014,33.1072450888587,35
900,30,10,12.5586006297492,1.53847867005762,42.1410103702857,5.50753568567518,38.2543746442323,35
900,30,50,13.8928250518144,2.6554771793604,39.1404909027594,4.91709840159527,39.3941084644705,35
900,30,100,12.5913338516602,2.42232954881501,39.3351065413621,5.45099306956286,40.2002369885998,35
900,30,150,12.5774909129666,1.89047348184338,39.1426934032494,5.46260459947898,40.9267376024616,35
900,30,200,11.9922584820272,1.03303770259109,34.7291094675871,7.21247573650176,45.0331186112929,35
1500,30,10,13.9136380574886,0.178571428571429,36.584948935333,0.930748217171355,48.3920933614356,35
1500,30,50,15.2029679640097,1.83989733551269,33.8423329054511,3.18103294334218,45.9337688516843,35
1500,30,100,14.0348147598269,1.74710444100828,34.0195937616019,3.53048373060132,46.6680033069615,35
1500,30,150,13.2689524668681,1.68830937492874,33.4125189050129,3.20660127107389,48.4236179821164,35
1500,30,200,14.6843231997813,0.683731663597021,31.0246506454057,5.0190131750507,48.5882813161653,35
