mejoró 3.474  GRASP
mejoró 3.474 en initial L 7 con j = 14 localsearch 1   LS2 
no mejoró 3.9105 en initial L 69 con j = 85 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 88 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 93 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 97 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 14 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 16 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 17 localsearch 4
no mejoró 3.58675 en initial L 72 con j = 19 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 21 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 32 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 48 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 49 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 51 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 53 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 56 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 60 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 62 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 64 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 68 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 69 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 80 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 85 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 88 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 93 localsearch 4
no mejoró 3.61675 en initial L 72 con j = 97 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 14 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 16 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 17 localsearch 4
no mejoró 3.8955 en initial L 80 con j = 19 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 21 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 32 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 48 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 49 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 51 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 53 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 56 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 60 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 62 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 64 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 68 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 69 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 72 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 85 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 88 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 93 localsearch 4
no mejoró 3.9105 en initial L 80 con j = 97 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 14 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 16 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 17 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 19 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 21 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 32 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 48 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 49 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 51 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 53 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 56 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 60 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 62 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 64 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 68 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 69 localsearch 4
no mejoró 3.8805 en initial L 85 con j = 72 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 80 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 88 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 93 localsearch 4
no mejoró 3.9105 en initial L 85 con j = 97 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 14 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 16 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 17 localsearch 4
no mejoró 3.8955 en initial L 88 con j = 19 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 21 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 32 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 48 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 49 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 51 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 53 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 56 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 60 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 62 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 64 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 68 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 69 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 72 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 80 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 85 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 93 localsearch 4
no mejoró 3.9105 en initial L 88 con j = 97 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 14 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 16 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 17 localsearch 4
no mejoró 3.5705 en initial L 93 con j = 19 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 21 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 32 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 48 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 49 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 51 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 53 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 56 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 60 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 62 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 64 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 68 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 69 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 72 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 80 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 85 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 88 localsearch 4
no mejoró 3.5855 en initial L 93 con j = 97 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 14 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 16 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 17 localsearch 4
no mejoró 3.8955 en initial L 97 con j = 19 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 21 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 32 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 48 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 49 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 51 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 53 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 56 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 60 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 62 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 64 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 68 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 69 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 72 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 80 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 85 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 88 localsearch 4
no mejoró 3.9105 en initial L 97 con j = 93 localsearch 4
mejoró 4.213  GRASP
no mejoró 4.213 en initial L 1 con j = 5 localsearch 1
no mejoró 4.213 en initial L 1 con j = 7 localsearch 1
no mejoró 4.213 en initial L 1 con j = 14 localsearch 1
no mejoró 4.213 en initial L 1 con j = 16 localsearch 1
no mejoró 4.213 en initial L 1 con j = 17 localsearch 1
mejoró 4.213 en initial L 1 con j = 20 localsearch 1   LS2 
no mejoró 4.213 en initial L 5 con j = 7 localsearch 2
no mejoró 4.213 en initial L 5 con j = 14 localsearch 2
no mejoró 4.213 en initial L 5 con j = 16 localsearch 2
no mejoró 4.213 en initial L 5 con j = 17 localsearch 2
no mejoró 4.213 en initial L 5 con j = 20 localsearch 2
no mejoró 4.213 en initial L 5 con j = 23 localsearch 2
no mejoró 4.213 en initial L 5 con j = 24 localsearch 2
no mejoró 4.213 en initial L 5 con j = 38 localsearch 2
no mejoró 4.213 en initial L 5 con j = 40 localsearch 2
no mejoró 4.213 en initial L 5 con j = 41 localsearch 2
no mejoró 4.213 en initial L 5 con j = 43 localsearch 2
no mejoró 4.213 en initial L 5 con j = 45 localsearch 2
no mejoró 4.213 en initial L 5 con j = 48 localsearch 2
no mejoró 4.213 en initial L 5 con j = 49 localsearch 2
no mejoró 4.213 en initial L 5 con j = 53 localsearch 2
no mejoró 4.213 en initial L 5 con j = 55 localsearch 2
no mejoró 4.213 en initial L 5 con j = 56 localsearch 2
no mejoró 4.213 en initial L 5 con j = 60 localsearch 2
no mejoró 4.213 en initial L 5 con j = 64 localsearch 2
no mejoró 4.213 en initial L 5 con j = 65 localsearch 2
no mejoró 4.213 en initial L 5 con j = 72 localsearch 2
no mejoró 4.213 en initial L 5 con j = 78 localsearch 2
no mejoró 4.213 en initial L 5 con j = 80 localsearch 2
no mejoró 4.213 en initial L 5 con j = 81 localsearch 2
no mejoró 4.213 en initial L 5 con j = 86 localsearch 2
no mejoró 4.213 en initial L 5 con j = 93 localsearch 2
no mejoró 4.213 en initial L 5 con j = 97 localsearch 2
no mejoró 4.213 en initial L 7 con j = 5 localsearch 2
no mejoró 4.213 en initial L 7 con j = 14 localsearch 2
no mejoró 4.213 en initial L 7 con j = 16 localsearch 2
no mejoró 4.213 en initial L 7 con j = 17 localsearch 2
no mejoró 4.213 en initial L 7 con j = 20 localsearch 2
no mejoró 4.213 en initial L 7 con j = 23 localsearch 2
no mejoró 4.213 en initial L 7 con j = 24 localsearch 2
no mejoró 4.213 en initial L 7 con j = 38 localsearch 2
no mejoró 4.213 en initial L 7 con j = 40 localsearch 2
no mejoró 4.213 en initial L 7 con j = 41 localsearch 2
no mejoró 4.213 en initial L 7 con j = 43 localsearch 2
no mejoró 4.213 en initial L 7 con j = 45 localsearch 2
no mejoró 4.213 en initial L 7 con j = 48 localsearch 2
no mejoró 4.213 en initial L 7 con j = 49 localsearch 2
no mejoró 4.213 en initial L 7 con j = 53 localsearch 2
no mejoró 4.213 en initial L 7 con j = 55 localsearch 2
no mejoró 4.213 en initial L 7 con j = 56 localsearch 2
no mejoró 4.213 en initial L 7 con j = 60 localsearch 2
no mejoró 4.213 en initial L 7 con j = 64 localsearch 2
no mejoró 4.213 en initial L 7 con j = 65 localsearch 2
no mejoró 4.213 en initial L 7 con j = 72 localsearch 2
no mejoró 4.213 en initial L 7 con j = 78 localsearch 2
no mejoró 4.213 en initial L 7 con j = 80 localsearch 2
no mejoró 4.213 en initial L 7 con j = 81 localsearch 2
no mejoró 4.213 en initial L 7 con j = 86 localsearch 2
no mejoró 4.213 en initial L 7 con j = 93 localsearch 2
no mejoró 4.213 en initial L 7 con j = 97 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 5 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 7 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 16 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 17 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 20 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 23 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 24 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 38 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 40 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 41 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 43 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 45 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 48 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 49 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 53 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 55 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 56 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 60 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 64 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 65 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 72 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 78 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 80 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 81 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 86 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 93 localsearch 2
no mejoró 3.7785 en initial L 14 con j = 97 localsearch 2
no mejoró 4.213 en initial L 16 con j = 5 localsearch 2
no mejoró 4.213 en initial L 16 con j = 7 localsearch 2
no mejoró 4.213 en initial L 16 con j = 14 localsearch 2
no mejoró 4.213 en initial L 16 con j = 17 localsearch 2
no mejoró 4.213 en initial L 16 con j = 20 localsearch 2
no mejoró 4.213 en initial L 16 con j = 23 localsearch 2
no mejoró 4.213 en initial L 16 con j = 24 localsearch 2
no mejoró 4.213 en initial L 16 con j = 38 localsearch 2
no mejoró 4.213 en initial L 16 con j = 40 localsearch 2
no mejoró 4.213 en initial L 16 con j = 41 localsearch 2
no mejoró 4.213 en initial L 16 con j = 43 localsearch 2
no mejoró 4.213 en initial L 16 con j = 45 localsearch 2
no mejoró 4.213 en initial L 16 con j = 48 localsearch 2
no mejoró 4.213 en initial L 16 con j = 49 localsearch 2
no mejoró 4.213 en initial L 16 con j = 53 localsearch 2
no mejoró 4.213 en initial L 16 con j = 55 localsearch 2
no mejoró 4.213 en initial L 16 con j = 56 localsearch 2
no mejoró 4.213 en initial L 16 con j = 60 localsearch 2
no mejoró 4.213 en initial L 16 con j = 64 localsearch 2
no mejoró 4.213 en initial L 16 con j = 65 localsearch 2
no mejoró 4.213 en initial L 16 con j = 72 localsearch 2
no mejoró 4.213 en initial L 16 con j = 78 localsearch 2
no mejoró 4.213 en initial L 16 con j = 80 localsearch 2
no mejoró 4.213 en initial L 16 con j = 81 localsearch 2
no mejoró 4.213 en initial L 16 con j = 86 localsearch 2
no mejoró 4.213 en initial L 16 con j = 93 localsearch 2
no mejoró 4.213 en initial L 16 con j = 97 localsearch 2
no mejoró 4.213 en initial L 17 con j = 5 localsearch 2
no mejoró 4.213 en initial L 17 con j = 7 localsearch 2
no mejoró 4.213 en initial L 17 con j = 14 localsearch 2
no mejoró 4.213 en initial L 17 con j = 16 localsearch 2
no mejoró 4.213 en initial L 17 con j = 20 localsearch 2
no mejoró 4.213 en initial L 17 con j = 23 localsearch 2
no mejoró 4.213 en initial L 17 con j = 24 localsearch 2
no mejoró 4.213 en initial L 17 con j = 38 localsearch 2
no mejoró 4.213 en initial L 17 con j = 40 localsearch 2
no mejoró 4.213 en initial L 17 con j = 41 localsearch 2
no mejoró 4.213 en initial L 17 con j = 43 localsearch 2
no mejoró 4.213 en initial L 17 con j = 45 localsearch 2
no mejoró 4.213 en initial L 17 con j = 48 localsearch 2
no mejoró 4.213 en initial L 17 con j = 49 localsearch 2
no mejoró 4.213 en initial L 17 con j = 53 localsearch 2
no mejoró 4.213 en initial L 17 con j = 55 localsearch 2
no mejoró 4.213 en initial L 17 con j = 56 localsearch 2
no mejoró 4.213 en initial L 17 con j = 60 localsearch 2
no mejoró 4.213 en initial L 17 con j = 64 localsearch 2
no mejoró 4.213 en initial L 17 con j = 65 localsearch 2
no mejoró 4.213 en initial L 17 con j = 72 localsearch 2
no mejoró 4.213 en initial L 17 con j = 78 localsearch 2
no mejoró 4.213 en initial L 17 con j = 80 localsearch 2
no mejoró 4.213 en initial L 17 con j = 81 localsearch 2
no mejoró 4.213 en initial L 17 con j = 86 localsearch 2
no mejoró 4.213 en initial L 17 con j = 93 localsearch 2
no mejoró 4.213 en initial L 17 con j = 97 localsearch 2
no mejoró 4.213 en initial L 20 con j = 5 localsearch 2
no mejoró 4.213 en initial L 20 con j = 7 localsearch 2
no mejoró 4.213 en initial L 20 con j = 14 localsearch 2
no mejoró 4.213 en initial L 20 con j = 16 localsearch 2
no mejoró 4.213 en initial L 20 con j = 17 localsearch 2
no mejoró 4.213 en initial L 20 con j = 23 localsearch 2
no mejoró 4.213 en initial L 20 con j = 24 localsearch 2
no mejoró 4.213 en initial L 20 con j = 38 localsearch 2
no mejoró 4.213 en initial L 20 con j = 40 localsearch 2
no mejoró 4.213 en initial L 20 con j = 41 localsearch 2
no mejoró 4.213 en initial L 20 con j = 43 localsearch 2
no mejoró 4.213 en initial L 20 con j = 45 localsearch 2
no mejoró 4.213 en initial L 20 con j = 48 localsearch 2
no mejoró 4.213 en initial L 20 con j = 49 localsearch 2
no mejoró 4.213 en initial L 20 con j = 53 localsearch 2
no mejoró 4.198 en initial L 20 con j = 55 localsearch 2
no mejoró 4.213 en initial L 20 con j = 56 localsearch 2
no mejoró 4.213 en initial L 20 con j = 60 localsearch 2
no mejoró 4.213 en initial L 20 con j = 64 localsearch 2
no mejoró 4.213 en initial L 20 con j = 65 localsearch 2
no mejoró 4.183 en initial L 20 con j = 72 localsearch 2
no mejoró 4.213 en initial L 20 con j = 78 localsearch 2
no mejoró 4.213 en initial L 20 con j = 80 localsearch 2
no mejoró 4.213 en initial L 20 con j = 81 localsearch 2
no mejoró 4.213 en initial L 20 con j = 86 localsearch 2
no mejoró 4.213 en initial L 20 con j = 93 localsearch 2
no mejoró 4.213 en initial L 20 con j = 97 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 5 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 7 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 14 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 16 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 17 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 20 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 24 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 38 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 40 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 41 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 43 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 45 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 48 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 49 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 53 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 55 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 56 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 60 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 64 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 65 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 72 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 78 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 80 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 81 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 86 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 93 localsearch 2
no mejoró 3.9105 en initial L 23 con j = 97 localsearch 2
no mejoró 4.213 en initial L 24 con j = 5 localsearch 2
no mejoró 4.213 en initial L 24 con j = 7 localsearch 2
no mejoró 4.213 en initial L 24 con j = 14 localsearch 2
no mejoró 4.213 en initial L 24 con j = 16 localsearch 2
no mejoró 4.213 en initial L 24 con j = 17 localsearch 2
no mejoró 4.213 en initial L 24 con j = 20 localsearch 2
no mejoró 4.213 en initial L 24 con j = 23 localsearch 2
no mejoró 4.213 en initial L 24 con j = 38 localsearch 2
no mejoró 4.213 en initial L 24 con j = 40 localsearch 2
no mejoró 4.213 en initial L 24 con j = 41 localsearch 2
no mejoró 4.213 en initial L 24 con j = 43 localsearch 2
no mejoró 4.213 en initial L 24 con j = 45 localsearch 2
no mejoró 4.213 en initial L 24 con j = 48 localsearch 2
no mejoró 4.213 en initial L 24 con j = 49 localsearch 2
no mejoró 4.213 en initial L 24 con j = 53 localsearch 2
no mejoró 4.198 en initial L 24 con j = 55 localsearch 2
no mejoró 4.213 en initial L 24 con j = 56 localsearch 2
no mejoró 4.213 en initial L 24 con j = 60 localsearch 2
no mejoró 4.213 en initial L 24 con j = 64 localsearch 2
no mejoró 4.213 en initial L 24 con j = 65 localsearch 2
no mejoró 4.183 en initial L 24 con j = 72 localsearch 2
no mejoró 4.213 en initial L 24 con j = 78 localsearch 2
no mejoró 4.213 en initial L 24 con j = 80 localsearch 2
no mejoró 4.213 en initial L 24 con j = 81 localsearch 2
no mejoró 4.213 en initial L 24 con j = 86 localsearch 2
no mejoró 4.213 en initial L 24 con j = 93 localsearch 2
no mejoró 4.213 en initial L 24 con j = 97 localsearch 2
no mejoró 4.213 en initial L 38 con j = 5 localsearch 2
no mejoró 4.213 en initial L 38 con j = 7 localsearch 2
no mejoró 4.213 en initial L 38 con j = 14 localsearch 2
no mejoró 4.213 en initial L 38 con j = 16 localsearch 2
no mejoró 4.213 en initial L 38 con j = 17 localsearch 2
no mejoró 4.213 en initial L 38 con j = 20 localsearch 2
no mejoró 4.213 en initial L 38 con j = 23 localsearch 2
no mejoró 4.213 en initial L 38 con j = 24 localsearch 2
no mejoró 4.213 en initial L 38 con j = 40 localsearch 2
no mejoró 4.213 en initial L 38 con j = 41 localsearch 2
no mejoró 4.213 en initial L 38 con j = 43 localsearch 2
no mejoró 4.213 en initial L 38 con j = 45 localsearch 2
no mejoró 4.213 en initial L 38 con j = 48 localsearch 2
no mejoró 4.213 en initial L 38 con j = 49 localsearch 2
no mejoró 4.213 en initial L 38 con j = 53 localsearch 2
no mejoró 4.198 en initial L 38 con j = 55 localsearch 2
no mejoró 4.213 en initial L 38 con j = 56 localsearch 2
no mejoró 4.213 en initial L 38 con j = 60 localsearch 2
no mejoró 4.213 en initial L 38 con j = 64 localsearch 2
no mejoró 4.213 en initial L 38 con j = 65 localsearch 2
no mejoró 4.183 en initial L 38 con j = 72 localsearch 2
no mejoró 4.213 en initial L 38 con j = 78 localsearch 2
no mejoró 4.213 en initial L 38 con j = 80 localsearch 2
no mejoró 4.213 en initial L 38 con j = 81 localsearch 2
no mejoró 4.213 en initial L 38 con j = 86 localsearch 2
no mejoró 4.213 en initial L 38 con j = 93 localsearch 2
no mejoró 4.213 en initial L 38 con j = 97 localsearch 2
no mejoró 4.213 en initial L 40 con j = 5 localsearch 2
no mejoró 4.213 en initial L 40 con j = 7 localsearch 2
no mejoró 4.213 en initial L 40 con j = 14 localsearch 2
no mejoró 4.213 en initial L 40 con j = 16 localsearch 2
no mejoró 4.213 en initial L 40 con j = 17 localsearch 2
no mejoró 4.213 en initial L 40 con j = 20 localsearch 2
no mejoró 4.213 en initial L 40 con j = 23 localsearch 2
no mejoró 4.213 en initial L 40 con j = 24 localsearch 2
no mejoró 4.213 en initial L 40 con j = 38 localsearch 2
no mejoró 4.213 en initial L 40 con j = 41 localsearch 2
no mejoró 4.213 en initial L 40 con j = 43 localsearch 2
no mejoró 4.213 en initial L 40 con j = 45 localsearch 2
no mejoró 4.213 en initial L 40 con j = 48 localsearch 2
no mejoró 4.213 en initial L 40 con j = 49 localsearch 2
no mejoró 4.213 en initial L 40 con j = 53 localsearch 2
no mejoró 4.198 en initial L 40 con j = 55 localsearch 2
no mejoró 4.213 en initial L 40 con j = 56 localsearch 2
no mejoró 4.213 en initial L 40 con j = 60 localsearch 2
no mejoró 4.213 en initial L 40 con j = 64 localsearch 2
no mejoró 4.213 en initial L 40 con j = 65 localsearch 2
no mejoró 4.183 en initial L 40 con j = 72 localsearch 2
no mejoró 4.213 en initial L 40 con j = 78 localsearch 2
no mejoró 4.213 en initial L 40 con j = 80 localsearch 2
no mejoró 4.213 en initial L 40 con j = 81 localsearch 2
no mejoró 4.213 en initial L 40 con j = 86 localsearch 2
no mejoró 4.213 en initial L 40 con j = 93 localsearch 2
no mejoró 4.213 en initial L 40 con j = 97 localsearch 2
no mejoró 4.213 en initial L 41 con j = 5 localsearch 2
no mejoró 4.213 en initial L 41 con j = 7 localsearch 2
no mejoró 4.213 en initial L 41 con j = 14 localsearch 2
no mejoró 4.213 en initial L 41 con j = 16 localsearch 2
no mejoró 4.213 en initial L 41 con j = 17 localsearch 2
no mejoró 4.213 en initial L 41 con j = 20 localsearch 2
no mejoró 4.213 en initial L 41 con j = 23 localsearch 2
no mejoró 4.213 en initial L 41 con j = 24 localsearch 2
no mejoró 4.213 en initial L 41 con j = 38 localsearch 2
no mejoró 4.213 en initial L 41 con j = 40 localsearch 2
no mejoró 4.213 en initial L 41 con j = 43 localsearch 2
no mejoró 4.213 en initial L 41 con j = 45 localsearch 2
no mejoró 4.213 en initial L 41 con j = 48 localsearch 2
no mejoró 4.213 en initial L 41 con j = 49 localsearch 2
no mejoró 4.213 en initial L 41 con j = 53 localsearch 2
no mejoró 4.198 en initial L 41 con j = 55 localsearch 2
no mejoró 4.213 en initial L 41 con j = 56 localsearch 2
no mejoró 4.213 en initial L 41 con j = 60 localsearch 2
no mejoró 4.213 en initial L 41 con j = 64 localsearch 2
no mejoró 4.213 en initial L 41 con j = 65 localsearch 2
no mejoró 4.183 en initial L 41 con j = 72 localsearch 2
no mejoró 4.213 en initial L 41 con j = 78 localsearch 2
no mejoró 4.213 en initial L 41 con j = 80 localsearch 2
no mejoró 4.213 en initial L 41 con j = 81 localsearch 2
no mejoró 4.213 en initial L 41 con j = 86 localsearch 2
no mejoró 4.213 en initial L 41 con j = 93 localsearch 2
no mejoró 4.213 en initial L 41 con j = 97 localsearch 2
no mejoró 4.213 en initial L 43 con j = 5 localsearch 2
no mejoró 4.213 en initial L 43 con j = 7 localsearch 2
no mejoró 4.213 en initial L 43 con j = 14 localsearch 2
no mejoró 4.213 en initial L 43 con j = 16 localsearch 2
no mejoró 4.213 en initial L 43 con j = 17 localsearch 2
no mejoró 4.213 en initial L 43 con j = 20 localsearch 2
no mejoró 4.213 en initial L 43 con j = 23 localsearch 2
no mejoró 4.213 en initial L 43 con j = 24 localsearch 2
no mejoró 4.213 en initial L 43 con j = 38 localsearch 2
no mejoró 4.213 en initial L 43 con j = 40 localsearch 2
no mejoró 4.213 en initial L 43 con j = 41 localsearch 2
no mejoró 4.213 en initial L 43 con j = 45 localsearch 2
no mejoró 4.213 en initial L 43 con j = 48 localsearch 2
no mejoró 4.213 en initial L 43 con j = 49 localsearch 2
no mejoró 4.213 en initial L 43 con j = 53 localsearch 2
no mejoró 4.198 en initial L 43 con j = 55 localsearch 2
no mejoró 4.213 en initial L 43 con j = 56 localsearch 2
no mejoró 4.213 en initial L 43 con j = 60 localsearch 2
no mejoró 4.213 en initial L 43 con j = 64 localsearch 2
no mejoró 4.213 en initial L 43 con j = 65 localsearch 2
no mejoró 4.183 en initial L 43 con j = 72 localsearch 2
no mejoró 4.213 en initial L 43 con j = 78 localsearch 2
no mejoró 4.213 en initial L 43 con j = 80 localsearch 2
no mejoró 4.213 en initial L 43 con j = 81 localsearch 2
no mejoró 4.213 en initial L 43 con j = 86 localsearch 2
