time,elapsed time,best,best bound,gap %,status
2.4421932697296143,1.9735939502716064,-1e+100,11.644333333333282,100.0,2
time,elapsed time,best,best bound,gap %,status
2.444190740585327,1.9735939502716064,11.29766666666662,11.644333333333282,3.068480217153958,2
time,elapsed time,best,best bound,gap %,status
2.4472811222076416,1.9735939502716064,11.29766666666662,11.400999999999954,0.9146431416516738,2
time,elapsed time,best,best bound,gap %,status
2.454007625579834,1.9735939502716064,11.35766666666662,11.400999999999954,0.3815337657382665,2
time,elapsed time,best,best bound,gap %,status
2.4550397396087646,1.9735939502716064,11.35766666666662,11.38766666666662,0.2641387608957193,2
time,elapsed time,best,best bound,gap %,status
2.4564833641052246,1.9735939502716064,11.35766666666662,11.38766666666662,0.2641387608957193,2
time,elapsed time,best,best bound,gap %,status
2.4564833641052246,1.9735939502716064,11.35766666666662,11.386599250936284,0.25474056528333144,2
time,elapsed time,best,best bound,gap %,status
2.4596176147460938,1.9735939502716064,11.35766666666662,11.386599250936284,0.25474056528333144,2
time,elapsed time,best,best bound,gap %,status
2.4596176147460938,1.9735939502716064,11.35766666666662,11.35766666666662,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
2.4633188247680664,3.9217257499694824,-1e+100,11.322833333333286,100.0,2
time,elapsed time,best,best bound,gap %,status
2.4643139839172363,3.9217257499694824,10.976166666666623,11.322833333333286,3.1583582610807985,2
time,elapsed time,best,best bound,gap %,status
2.4673070907592773,3.9217257499694824,10.976166666666623,11.079499999999957,0.9414337124375594,2
time,elapsed time,best,best bound,gap %,status
2.4792301654815674,3.9217257499694824,11.016166666666622,11.079499999999957,0.574912628409773,2
time,elapsed time,best,best bound,gap %,status
2.4792301654815674,3.9217257499694824,11.016166666666622,11.066166666666623,0.4538783908498199,2
time,elapsed time,best,best bound,gap %,status
2.4839351177215576,3.9217257499694824,11.036166666666624,11.066166666666623,0.27183351707265035,2
time,elapsed time,best,best bound,gap %,status
2.4840850830078125,3.9217257499694824,11.036166666666624,11.065099250936287,0.26216153800078373,2
time,elapsed time,best,best bound,gap %,status
2.489132881164551,3.9217257499694824,11.036166666666624,11.065099250936287,0.26216153800078373,2
time,elapsed time,best,best bound,gap %,status
2.489132881164551,3.9217257499694824,11.036166666666624,11.036166666666624,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
3.093639850616455,6.316190004348755,-1e+100,11.570499999999951,100.0,2
time,elapsed time,best,best bound,gap %,status
3.0946719646453857,6.316190004348755,11.223833333333289,11.570499999999951,3.0886654886179437,2
time,elapsed time,best,best bound,gap %,status
3.0946719646453857,6.316190004348755,11.223833333333289,11.327166666666622,0.9206599052611311,2
time,elapsed time,best,best bound,gap %,status
3.112323522567749,6.316190004348755,11.28383333333329,11.327166666666622,0.3840302497673649,2
time,elapsed time,best,best bound,gap %,status
3.112323522567749,6.316190004348755,11.28383333333329,11.300499999999955,0.14770394221820998,2
time,elapsed time,best,best bound,gap %,status
3.112323522567749,6.316190004348755,11.28383333333329,11.300499999999955,0.14770394221820998,2
time,elapsed time,best,best bound,gap %,status
3.112323522567749,6.316190004348755,11.28383333333329,11.300499999999955,0.14770394221820998,2
time,elapsed time,best,best bound,gap %,status
3.112323522567749,6.316190004348755,11.28383333333329,11.300499999999955,0.14770394221820998,2
time,elapsed time,best,best bound,gap %,status
3.112323522567749,6.316190004348755,11.28383333333329,11.287229559748383,0.030098161810495624,2
time,elapsed time,best,best bound,gap %,status
3.1269900798797607,6.316190004348755,11.28383333333329,11.287229559748383,0.030098161810495624,2
time,elapsed time,best,best bound,gap %,status
3.1269900798797607,6.316190004348755,11.28383333333329,11.287229559748383,0.030098161810495624,2
n
e
w
time,elapsed time,best,best bound,gap %,status
3.553523063659668,9.105466842651367,-1e+100,11.461277777777727,100.0,2
time,elapsed time,best,best bound,gap %,status
3.553523063659668,9.105466842651367,11.114611111111065,11.461277777777727,3.1190175094844856,2
time,elapsed time,best,best bound,gap %,status
3.553523063659668,9.105466842651367,11.114611111111065,11.217944444444399,0.9297071422501965,2
time,elapsed time,best,best bound,gap %,status
3.5701773166656494,9.105466842651367,11.174611111111066,11.217944444444399,0.38778381549444785,2
time,elapsed time,best,best bound,gap %,status
3.5701773166656494,9.105466842651367,11.174611111111066,11.204611111111065,0.26846571841922945,2
time,elapsed time,best,best bound,gap %,status
3.5701773166656494,9.105466842651367,11.174611111111066,11.204611111111065,0.26846571841922945,2
time,elapsed time,best,best bound,gap %,status
3.5701773166656494,9.105466842651367,11.174611111111066,11.203543695380729,0.25891356738933846,2
time,elapsed time,best,best bound,gap %,status
3.5701773166656494,9.105466842651367,11.174611111111066,11.203543695380729,0.25891356738933846,2
time,elapsed time,best,best bound,gap %,status
3.5701773166656494,9.105466842651367,11.174611111111066,11.174611111111066,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
3.5848593711853027,12.024281978607178,-1e+100,11.322833333333286,100.0,2
time,elapsed time,best,best bound,gap %,status
3.5848593711853027,12.024281978607178,10.976166666666623,11.322833333333286,3.1583582610807985,2
time,elapsed time,best,best bound,gap %,status
3.6004843711853027,12.024281978607178,10.976166666666623,11.079499999999957,0.9414337124375594,2
time,elapsed time,best,best bound,gap %,status
3.6014809608459473,12.024281978607178,11.036166666666624,11.079499999999957,0.3926484135493891,2
time,elapsed time,best,best bound,gap %,status
3.6014809608459473,12.024281978607178,11.036166666666624,11.066166666666623,0.27183351707265035,2
time,elapsed time,best,best bound,gap %,status
3.617151975631714,12.024281978607178,11.036166666666624,11.066166666666623,0.27183351707265035,2
