time,elapsed time,best,best bound,gap %,status
258.02250385284424,226.8941252231598,-1e+100,60.57540000082219,100.0,2
time,elapsed time,best,best bound,gap %,status
258.02349972724915,226.8941252231598,60.05555000082215,60.57540000082219,0.8656152512014694,2
time,elapsed time,best,best bound,gap %,status
258.04055738449097,226.8941252231598,60.05555000082215,60.12700000082215,0.11897318399218812,2
time,elapsed time,best,best bound,gap %,status
258.07019424438477,226.8941252231598,60.12050000082215,60.12700000082215,0.010811619996363516,2
time,elapsed time,best,best bound,gap %,status
258.07119131088257,226.8941252231598,60.12050000082215,60.12278571510787,0.0038018883503760812,2
n
e
w
time,elapsed time,best,best bound,gap %,status
219.2615134716034,427.1408381462097,-1e+100,60.56850000114868,100.0,2
time,elapsed time,best,best bound,gap %,status
219.2638680934906,427.1408381462097,60.04650000114863,60.56850000114868,0.8693262721225432,2
time,elapsed time,best,best bound,gap %,status
219.27367329597473,427.1408381462097,60.04650000114863,60.12010000114863,0.12257167361726512,2
time,elapsed time,best,best bound,gap %,status
219.28040957450867,427.1408381462097,60.113600001148626,60.12010000114863,0.010812860983002874,2
time,elapsed time,best,best bound,gap %,status
219.28040957450867,427.1408381462097,60.113600001148626,60.115885715434345,0.00380232474128223,2
n
e
w
time,elapsed time,best,best bound,gap %,status
363.2311246395111,773.9306087493896,-1e+100,60.58615000000471,100.0,2
time,elapsed time,best,best bound,gap %,status
363.233628988266,773.9306087493896,60.07015000000466,60.58615000000471,0.858995690871436,2
time,elapsed time,best,best bound,gap %,status
363.24768710136414,773.9306087493896,60.07015000000466,60.14375000000466,0.12252341637234682,2
time,elapsed time,best,best bound,gap %,status
363.2557284832001,773.9306087493896,60.13725000000466,60.14375000000466,0.010808608641058587,2
time,elapsed time,best,best bound,gap %,status
363.2557284832001,773.9306087493896,60.13725000000466,60.14353571429037,0.010452280883660792,2
time,elapsed time,best,best bound,gap %,status
363.6340675354004,773.9306087493896,60.13725000000466,60.14353571429037,0.010452280883660792,2
time,elapsed time,best,best bound,gap %,status
363.6340675354004,773.9306087493896,60.13725000000466,60.137483333338,0.00038800133583420535,2
n
e
w
time,elapsed time,best,best bound,gap %,status
221.40987157821655,978.0252733230591,-1e+100,60.94395000000539,100.0,2
time,elapsed time,best,best bound,gap %,status
221.4129810333252,978.0252733230591,60.43725000000534,60.94395000000539,0.8383902311902013,2
time,elapsed time,best,best bound,gap %,status
221.4303047657013,978.0252733230591,60.43725000000534,60.50155000000534,0.10639133977801789,2
time,elapsed time,best,best bound,gap %,status
221.44437265396118,978.0252733230591,60.49505000000534,60.50155000000534,0.010744680763128447,2
time,elapsed time,best,best bound,gap %,status
221.45070624351501,978.0252733230591,60.49505000000534,60.497335714291054,0.0037783492793407093,2
n
e
w
time,elapsed time,best,best bound,gap %,status
213.4150586128235,1174.7439563274384,-1e+100,59.627549999990926,100.0,2
time,elapsed time,best,best bound,gap %,status
213.41805052757263,1174.7439563274384,59.31079999999091,59.627549999990926,0.5340511340262848,2
time,elapsed time,best,best bound,gap %,status
213.42871594429016,1174.7439563274384,59.31079999999091,59.35489583332425,0.07434705539858466,2
time,elapsed time,best,best bound,gap %,status
213.4373698234558,1174.7439563274384,59.31679999999091,59.35489583332425,0.06422435689946628,2
time,elapsed time,best,best bound,gap %,status
213.4373698234558,1174.7439563274384,59.31679999999091,59.34271379309436,0.04368710568245883,2
time,elapsed time,best,best bound,gap %,status
213.44331049919128,1174.7439563274384,59.331249999990916,59.34271379309436,0.019321678042257488,2
time,elapsed time,best,best bound,gap %,status
213.44331049919128,1174.7439563274384,59.331249999990916,59.33847617404674,0.01217937268441904,2
time,elapsed time,best,best bound,gap %,status
213.50222659111023,1174.7439563274384,59.331249999990916,59.33847617404674,0.01217937268441904,2
time,elapsed time,best,best bound,gap %,status
213.517395734787,1174.7439563274384,59.331249999990916,59.332674999990914,0.002401769725056838,2
n
e
w
time,elapsed time,best,best bound,gap %,status
218.14645385742188,1376.1510944366455,-1e+100,60.968650000556,100.0,2
time,elapsed time,best,best bound,gap %,status
218.1495065689087,1376.1510944366455,60.485350000555975,60.968650000556,0.7990364608877784,2
time,elapsed time,best,best bound,gap %,status
218.16119289398193,1376.1510944366455,60.485350000555975,60.52837798968641,0.07113786913697463,2
time,elapsed time,best,best bound,gap %,status
218.1727499961853,1376.1510944366455,60.50795000055598,60.52837798968641,0.033760834948539355,2
time,elapsed time,best,best bound,gap %,status
218.1727499961853,1376.1510944366455,60.50795000055598,60.52340391600989,0.02554030578422974,2
time,elapsed time,best,best bound,gap %,status
218.17792582511902,1376.1510944366455,60.50795000055598,60.52340391600989,0.02554030578422974,2
time,elapsed time,best,best bound,gap %,status
218.17792582511902,1376.1510944366455,60.50795000055598,60.51916559722301,0.018535740620737595,2
time,elapsed time,best,best bound,gap %,status
218.18402361869812,1376.1510944366455,60.50795000055598,60.51916559722301,0.018535740620737595,2
time,elapsed time,best,best bound,gap %,status
218.18402361869812,1376.1510944366455,60.50795000055598,60.50795000055598,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
231.88760948181152,1583.6377305984497,-1e+100,59.616449999993485,100.0,2
time,elapsed time,best,best bound,gap %,status
231.90518236160278,1583.6377305984497,59.30909999999347,59.616449999993485,0.5182172718858449,2
time,elapsed time,best,best bound,gap %,status
231.93829822540283,1583.6377305984497,59.30909999999347,59.35642798912391,0.07979886582403449,2
time,elapsed time,best,best bound,gap %,status
231.9546501636505,1583.6377305984497,59.333849999993475,59.35642798912391,0.03805245931358781,2
time,elapsed time,best,best bound,gap %,status
