time,elapsed time,best,best bound,gap %,status
1.9113740921020508,1.6973109245300293,-1e+100,8.159833333333326,100.0,2
time,elapsed time,best,best bound,gap %,status
1.9133696556091309,1.6973109245300293,7.378055555555539,8.159833333333326,10.595986596890326,2
time,elapsed time,best,best bound,gap %,status
1.9165356159210205,1.6973109245300293,7.438055555555539,7.438055555555539,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
1.7157158851623535,3.185096025466919,-1e+100,7.808333333333329,100.0,2
time,elapsed time,best,best bound,gap %,status
1.7167136669158936,3.185096025466919,7.026555555555541,7.808333333333329,11.126045636395428,2
time,elapsed time,best,best bound,gap %,status
1.7187304496765137,3.185096025466919,7.086555555555541,7.086555555555541,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
2.237056255340576,5.1924707889556885,-1e+100,7.2796111111110795,100.0,2
time,elapsed time,best,best bound,gap %,status
2.2382936477661133,5.1924707889556885,7.219611111111081,7.2796111111110795,0.8310696944279713,2
time,elapsed time,best,best bound,gap %,status
2.2414157390594482,5.1924707889556885,7.27961111111108,7.27961111111108,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
1.9173598289489746,6.863746643066406,-1e+100,7.57966666666666,100.0,2
time,elapsed time,best,best bound,gap %,status
1.918776512145996,6.863746643066406,6.888111111111096,7.57966666666666,10.03984320810429,2
time,elapsed time,best,best bound,gap %,status
1.9217677116394043,6.863746643066406,6.948111111111095,6.948111111111095,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
2.7432379722595215,9.311951875686646,-1e+100,7.669888888888861,100.0,2
time,elapsed time,best,best bound,gap %,status
2.747943639755249,9.311951875686646,6.888111111111073,7.669888888888861,11.349668510961125,2
time,elapsed time,best,best bound,gap %,status
2.7499372959136963,9.311951875686646,6.948111111111072,6.948111111111072,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
2.685285806655884,11.702878952026367,-1e+100,8.441333333333327,100.0,2
time,elapsed time,best,best bound,gap %,status
2.7009522914886475,11.702878952026367,7.6595555555555395,8.441333333333327,10.20656841128018,2
time,elapsed time,best,best bound,gap %,status
2.7019498348236084,11.702878952026367,7.719555555555539,7.719555555555539,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
2.7203526496887207,14.101714134216309,-1e+100,8.461333333333323,100.0,2
time,elapsed time,best,best bound,gap %,status
2.7203526496887207,14.101714134216309,7.679555555555536,8.461333333333323,10.179987267781845,2
time,elapsed time,best,best bound,gap %,status
2.7203526496887207,14.101714134216309,7.739555555555536,7.739555555555536,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
2.3408656120300293,16.2111496925354,-1e+100,7.9672222222221825,100.0,2
time,elapsed time,best,best bound,gap %,status
2.342879056930542,16.2111496925354,7.8726111111110715,7.9672222222221825,1.2017754945062744,2
time,elapsed time,best,best bound,gap %,status
2.344914674758911,16.2111496925354,7.932611111111072,7.932611111111072,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
1.7432265281677246,17.74325132369995,-1e+100,8.461333333333323,100.0,2
time,elapsed time,best,best bound,gap %,status
1.7442469596862793,17.74325132369995,7.679555555555536,8.461333333333323,10.179987267781845,2
time,elapsed time,best,best bound,gap %,status
1.7465975284576416,17.74325132369995,7.739555555555536,7.739555555555536,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
1.6911602020263672,19.214175939559937,-1e+100,8.480888888888872,100.0,2
time,elapsed time,best,best bound,gap %,status
1.6921613216400146,19.214175939559937,7.912611111111089,8.480888888888872,7.18192477549911,2
time,elapsed time,best,best bound,gap %,status
1.6945793628692627,19.214175939559937,7.912611111111089,8.0052222222222,1.170424147106932,2
n
e
w
time,elapsed time,best,best bound,gap %,status
1.7145264148712158,20.725239038467407,-1e+100,8.461333333333323,100.0,2
time,elapsed time,best,best bound,gap %,status
1.7155256271362305,20.725239038467407,7.679555555555536,8.461333333333323,10.179987267781845,2
time,elapsed time,best,best bound,gap %,status
1.718517541885376,20.725239038467407,7.739555555555536,7.739555555555536,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
2.0063507556915283,22.488463640213013,-1e+100,7.9672222222221825,100.0,2
time,elapsed time,best,best bound,gap %,status
2.009333372116089,22.488463640213013,7.8726111111110715,7.9672222222221825,1.2017754945062744,2
time,elapsed time,best,best bound,gap %,status
2.0133228302001953,22.488463640213013,7.932611111111072,7.932611111111072,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
1.8931336402893066,24.160264253616333,-1e+100,8.441333333333327,100.0,2
time,elapsed time,best,best bound,gap %,status
1.8945448398590088,24.160264253616333,7.6595555555555395,8.441333333333327,10.20656841128018,2
time,elapsed time,best,best bound,gap %,status
1.8959753513336182,24.160264253616333,7.719555555555539,7.719555555555539,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
1.7618496417999268,25.728520154953003,-1e+100,8.302888888888859,100.0,2
time,elapsed time,best,best bound,gap %,status
1.762862205505371,25.728520154953003,7.521111111111072,8.302888888888859,10.394445265179671,2
time,elapsed time,best,best bound,gap %,status
1.7648422718048096,25.728520154953003,7.581111111111071,7.581111111111071,0.0,2
n
e
w
time,elapsed time,best,best bound,gap %,status
1.6807374954223633,27.21280860900879,-1e+100,8.212666666666658,100.0,2
time,elapsed time,best,best bound,gap %,status
1.6827342510223389,27.21280860900879,7.521111111111094,8.212666666666658,9.19485891564499,2
time,elapsed time,best,best bound,gap %,status
1.684760570526123,27.21280860900879,7.581111111111094,7.581111111111094,0.0,2
n
e
w
