"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage","BLS ambulances","ALS ambulances","NA"
900,16,10,10.3669574387659,2.89164776664777,31.1768241422497,14.8701979207298,40.6943727316068,35,35,20
900,16,50,11.0526533325023,1.70929739102725,33.4685292556099,12.6919246765483,41.0775953443123,35,35,20
900,16,100,11.0155374932053,1.54370828957077,33.4169817826184,10.5213739928129,43.5023984417928,35,35,20
900,16,150,11.8317306490576,1.58631695322701,32.3659656596182,11.3633453587099,42.8526413793872,35,35,20
900,16,200,11.1863445594385,1.49237397173572,34.172410554672,9.78470488648672,43.3641660276671,35,35,20
1500,16,10,13.2912007950015,1.4726146013769,33.4542945797074,8.13314984318421,43.64874018073,35,35,20
1500,16,50,13.3927156310479,0.540265817423469,28.0462730055478,8.94659012834212,49.0741554176387,35,35,20
1500,16,100,11.9593282594285,1.0592356648705,30.3828578334129,8.1381397788901,48.4604384633981,35,35,20
1500,16,150,11.7208285661488,0.57916603266967,29.2263696441155,7.17318921467372,51.3004465423923,35,35,20
1500,16,200,12.4534294293907,0.724871757077167,29.5216877289036,7.67866975221248,49.621341332416,35,35,20
